idx,dist_m,lat,lon,x_m,y_m,segment,target_speed_kph,action,action_code,offtrack_radius_m
38,380.0,39.79493806212622,-86.23874075988574,-25.639461347819154,255.57534743279567,8,26.0,coast,3,40.0
39,390.0,39.79502793222041,-86.23874495204609,-25.99803078302364,265.5095876442339,8,26.0,coast,3,40.0
40,400.0,39.795117860954036,-86.238744,-25.916599110243514,275.4503098590043,9,24.0,coast,3,40.0
41,410.0,39.79520778149528,-86.23874483677625,-25.988171369642785,285.39012648810393,9,24.0,coast,3,40.0
42,420.0,39.79529764427779,-86.23874939779493,-26.37829048740789,295.32355846711454,9,24.0,coast,3,40.0
43,430.0,39.79538747793901,-86.23875487368684,-26.846661760384897,305.25377137804253,9,24.0,coast,3,40.0
44,440.0,39.79547732899087,-86.23875982092639,-27.269815634049202,315.18590665101465,9,24.0,coast,3,40.0
45,450.0,39.79556720093349,-86.23876410236899,-27.636021679575062,325.1203511882649,10,27.0,accelerate,1,40.0
46,460.0,39.79565700670051,-86.23877008389171,-28.147641237761594,335.0474806747951,10,27.0,accelerate,1,40.0
47,470.0,39.7957467577006,-86.23877750945769,-28.78277462717027,344.9685562242075,10,27.0,accelerate,1,40.0
48,480.0,39.795836606945,-86.23878212881947,-29.177884023365436,354.9004917004044,10,27.0,accelerate,1,40.0
49,490.0,39.7959265194653,-86.23878452370849,-29.382726857605586,364.83942169399455,10,27.0,accelerate,1,40.0
50,500.0,39.796016445585316,-86.23878580750682,-29.4925344033842,374.7798550012198,11,25.0,coast,3,40.0
51,510.0,39.79610637422399,-86.23878684338189,-29.581136248765006,384.72056671971484,11,25.0,coast,3,40.0
52,520.0,39.796196293387005,-86.23878879513852,-29.74807649327586,394.66023099975405,11,25.0,coast,3,40.0
53,530.0,39.79628619282233,-86.23878606531967,-29.514585996848464,404.5977145802669,11,25.0,coast,3,40.0
54,540.0,39.79637611144412,-86.2387840419679,-29.341521980947356,414.537319033392,11,25.0,coast,3,40.0
55,550.0,39.796465955475384,-86.2387891043109,-29.77452103640864,424.46867824898146,12,28.0,accelerate,1,40.0
56,560.0,39.79655585715498,-86.23879209243712,-30.030105424313437,434.406409911286,12,28.0,accelerate,1,40.0
57,570.0,39.796645786164156,-86.238793,-30.10773230001377,444.3471625861097,12,28.0,accelerate,1,40.0
58,580.0,39.796735715497036,-86.2387934119883,-30.14297103157493,454.28795104222644,12,28.0,accelerate,1,40.0
59,590.0,39.79682560346249,-86.23879656169608,-30.41237602742446,464.2241667434053,12,28.0,accelerate,1,40.0
60,600.0,39.79691538554461,-86.2388033104513,-30.989619537831185,474.14867810097854,13,26.0,coast,3,40.0
61,610.0,39.79700520389606,-86.23880837015973,-31.42239325033078,484.07719867126644,13,26.0,coast,3,40.0
62,620.0,39.797095097235875,-86.23881108912119,-31.65495507897233,494.01400845373337,13,26.0,coast,3,40.0
63,630.0,39.79718496210343,-86.23881549861355,-32.03211364538842,503.94767091317647,13,26.0,coast,3,40.0
64,640.0,39.79727486947493,-86.23881819193842,-32.262482691755416,513.8860317592226,13,26.0,coast,3,40.0
65,650.0,39.79736478608797,-86.23881763166054,-32.21456025833669,523.8254141639322,14,24.0,coast,3,40.0
66,660.0,39.79745471375651,-86.238817,-32.16053222920104,533.7660186445681,14,24.0,coast,3,40.0
67,670.0,39.79754463165496,-86.23881886056247,-32.31967233409282,543.7055431392074,14,24.0,coast,3,40.0
68,680.0,39.79763449839202,-86.23882285812984,-32.661597584045644,553.6394122545014,14,24.0,coast,3,40.0
69,690.0,39.79772442143434,-86.23882271409282,-32.64927761827162,563.5795053520426,14,24.0,coast,3,40.0
70,700.0,39.79781433421231,-86.2388228558321,-32.661401050875476,573.5184638293368,15,27.0,accelerate,1,40.0
71,710.0,39.797904230527905,-86.23881960696461,-32.38351459489716,583.4556025544142,15,27.0,accelerate,1,40.0
72,720.0,39.797994149569874,-86.23881813308041,-32.25744837069291,593.3952534541381,15,27.0,accelerate,1,40.0
73,730.0,39.798084034045026,-86.23882005568379,-32.42189504011978,603.3310833372074,15,27.0,accelerate,1,40.0
74,740.0,39.79817391749258,-86.23881620353603,-32.092408013673655,613.2667996303028,15,27.0,accelerate,1,40.0
75,750.0,39.798263746609365,-86.23881071204102,-31.6227021562511,623.1965101992954,16,25.0,coast,3,40.0
76,760.0,39.79835362568581,-86.23880713557304,-31.31679493869813,633.1317433103115,16,25.0,coast,3,40.0
77,770.0,39.79844354717524,-86.23880882745436,-31.461507182897524,643.07166475107,16,25.0,coast,3,40.0
78,780.0,39.79853345704392,-86.2388085664625,-31.439183679554148,653.0103016352703,16,25.0,coast,3,40.0
79,790.0,39.79862336689211,-86.23880595919725,-31.216175599741607,662.9489362540384,16,25.0,coast,3,40.0
80,800.0,39.79871326700069,-86.23880289695451,-30.954251780235474,672.8864942565,17,28.0,accelerate,1,40.0
81,810.0,39.79880314346212,-86.23879877799406,-30.60194337457351,682.8214383035964,17,28.0,accelerate,1,40.0
82,820.0,39.798892951089286,-86.23879288132703,-30.097581805307705,692.7487734098418,17,28.0,accelerate,1,40.0
83,830.0,39.798982879367706,-86.238792,-30.02219896983355,702.6894453063161,17,28.0,accelerate,1,40.0
84,840.0,39.7990728115283,-86.238792,-30.02219896983355,712.6305463379827,17,28.0,accelerate,1,40.0
85,850.0,39.79916226944549,-86.23878040815396,-29.03070977167505,722.519224504556,18,26.0,coast,3,40.0
86,860.0,39.79925155853612,-86.2387664402233,-27.835986144626506,732.3892405832144,18,26.0,coast,3,40.0
87,870.0,39.79933965233739,-86.23874337494125,-25.863135753859606,742.1271293751672,18,26.0,coast,3,40.0
88,880.0,39.79942543186142,-86.23870849154869,-22.879443012739085,751.609197962001,18,26.0,coast,3,40.0
89,890.0,39.7995114901031,-86.2386747464984,-19.993116476802758,761.1220759971633,18,26.0,coast,3,40.0
90,900.0,39.79959452658256,-86.23862987313626,-16.15494836721968,770.300928436668,19,24.0,coast,3,40.0
91,910.0,39.7996737346745,-86.23857470967963,-11.436634204865609,779.0565909193891,19,24.0,coast,3,40.0
92,920.0,39.799739554387045,-86.23849563637869,-4.673231430058624,786.3323019444255,19,24.0,coast,3,40.0
93,930.0,39.79979142601267,-86.2384002310065,3.487107790382826,792.0661914408158,19,24.0,coast,3,40.0
94,940.0,39.79982928528579,-86.23829427216516,12.550120374924546,796.2511554911057,19,24.0,coast,3,40.0
95,950.0,39.79985979021914,-86.2381841608062,21.968311621316765,799.6231708236049,20,27.0,accelerate,1,40.0
96,960.0,39.79989070399663,-86.23807423860033,31.370323974367015,803.0403797875015,20,27.0,accelerate,1,40.0
97,970.0,39.799932627867065,-86.2379709991512,40.200737886710115,807.6746444255396,20,27.0,accelerate,1,40.0
98,980.0,39.799987748201644,-86.23787892890365,48.07581278923559,813.7676462102394,20,27.0,accelerate,1,40.0
99,990.0,39.80005822524252,-86.23780681032208,54.24435525399122,821.5581783084967,20,27.0,accelerate,1,40.0
100,1000.0,39.80013977849689,-86.23775863184709,58.36522067454139,830.5730750469095,21,25.0,coast,3,40.0
101,1010.0,39.800223867676706,-86.23771740278396,61.89167975249188,839.8682929833108,21,25.0,coast,3,40.0
102,1020.0,39.800307000182706,-86.23767285703845,65.70182572130733,849.0577601967664,21,25.0,coast,3,40.0
103,1030.0,39.80038629019159,-86.2376178970198,70.40273915482788,857.8224777787416,21,25.0,coast,3,40.0
104,1040.0,39.80046238347487,-86.23755551158467,75.73877318914913,866.2338293128291,21,25.0,coast,3,40.0
105,1050.0,39.80053601671129,-86.23748874917604,81.44918434585628,874.3732472664935,22,28.0,accelerate,1,40.0
106,1060.0,39.80060715573043,-86.23741723822555,87.56575410119771,882.2369544424263,22,28.0,accelerate,1,40.0
107,1070.0,39.80067525680053,-86.23734080265542,94.10354297380275,889.7648467309793,22,28.0,accelerate,1,40.0
108,1080.0,39.80074311364534,-86.23726401065746,100.67181830766057,897.2657423562664,22,28.0,accelerate,1,40.0
109,1090.0,39.80080041653671,-86.23717401445903,108.36949288291407,903.6000039683955,22,28.0,accelerate,1,40.0
110,1100.0,39.80085177400996,-86.23707798262983,116.58341505792335,909.2770590612919,23,26.0,coast,3,40.0
111,1110.0,39.80090064216,-86.23697971568,124.9885145451573,914.6789443668533,23,26.0,coast,3,40.0
112,1120.0,39.800944823176444,-86.23687783822152,133.70243286113964,919.5627139245208,23,26.0,coast,3,40.0
113,1130.0,39.8009886869176,-86.23677565420142,142.44257241329262,924.411411871318,23,26.0,coast,3,40.0
114,1140.0,39.80103174242931,-86.23667289871263,151.23159158665536,929.1707681359362,23,26.0,coast,3,40.0
115,1150.0,39.80107497652513,-86.23657028759396,160.00826230132176,933.9498650881545,24,24.0,coast,3,40.0
116,1160.0,39.801113122729085,-86.23646434544918,169.06984677440786,938.1665464730988,24,24.0,coast,3,40.0
117,1170.0,39.80114755723093,-86.23635621686103,178.3184450299314,941.9729363071734,24,24.0,coast,3,40.0
118,1180.0,39.80117424501352,-86.23624456981078,187.86798906664777,944.9230037945933,24,24.0,coast,3,40.0
119,1190.0,39.80118077921574,-86.23612792157412,197.845301232736,945.6452945082275,24,24.0,coast,3,40.0
120,1200.0,39.80117186660624,-86.23601232954469,207.73227247616813,944.6600946542256,25,27.0,accelerate,1,40.0
121,1210.0,39.801141191244774,-86.23590257373431,217.12005246984083,941.2692401971124,25,27.0,accelerate,1,40.0
122,1220.0,39.80109720817198,-86.23580071474558,225.8323910059719,936.4073513308948,25,27.0,accelerate,1,40.0
123,1230.0,39.80104043017287,-86.23571045148516,233.55290828167466,930.1311113089083,25,27.0,accelerate,1,40.0
124,1240.0,39.80096907279096,-86.23563956109241,239.61639966718298,922.2432663129231,25,27.0,accelerate,1,40.0
125,1250.0,39.80089000950092,-86.2355842354268,244.348588102795,913.5036102316845,26,25.0,coast,3,40.0
126,1260.0,39.80080515537865,-86.23554611939745,247.608779034059,904.1238355559539,26,25.0,coast,3,40.0
127,1270.0,39.80071641097027,-86.23552866352846,249.10183764444875,894.3140286538254,26,25.0,coast,3,40.0
128,1280.0,39.80062661694344,-86.23552233533991,249.64310868670358,884.3881969281982,26,25.0,coast,3,40.0
129,1290.0,39.80053669552257,-86.23552253244546,249.62624959239756,874.4482830643851,26,25.0,coast,3,40.0
130,1300.0,39.80044682238349,-86.23552144378081,249.71936670545125,864.5137062712153,27,28.0,accelerate,1,40.0
131,1310.0,39.80035692053331,-86.23552100278832,249.7570862628803,854.5759557526094,27,28.0,accelerate,1,40.0
132,1320.0,39.80026701951236,-86.23552191867255,249.6787476344839,844.6382968964305,27,28.0,accelerate,1,40.0
133,1330.0,39.80017710225447,-86.2355199401503,249.84797723158195,834.6988432096662,27,28.0,accelerate,1,40.0
134,1340.0,39.80008737036065,-86.23551242654207,250.4906411657169,824.7798796665477,27,28.0,accelerate,1,40.0
135,1350.0,39.799997887135845,-86.23550078513246,251.48636970072516,814.8884039961576,28,26.0,coast,3,40.0
136,1360.0,39.79990823914722,-86.23549148990863,252.28142115135822,804.9787153343925,28,26.0,coast,3,40.0
137,1370.0,39.79981891013464,-86.23547818202692,253.4196885941615,795.1042862836013,28,26.0,coast,3,40.0
138,1380.0,39.79973076012077,-86.23545546465255,255.36278128254605,785.3601837498901,28,26.0,coast,3,40.0
139,1390.0,39.799645134861635,-86.23542006743081,258.3904235442221,775.8951676052495,28,26.0,coast,3,40.0
140,1400.0,39.79956476916837,-86.23536805123153,262.83954230282535,767.011543871821,29,24.0,coast,3,40.0
141,1410.0,39.79949131011074,-86.235300716228,268.59892940801797,758.8913796408831,29,24.0,coast,3,40.0
142,1420.0,39.79942241043112,-86.23522553146293,275.0297327594269,751.2752090560838,29,24.0,coast,3,40.0
143,1430.0,39.79935376169285,-86.23515016035653,281.47647450549744,743.6867775278841,29,24.0,coast,3,40.0
144,1440.0,39.79927233425487,-86.23510285922247,285.52229803325594,734.6857885340426,29,24.0,coast,3,40.0
145,1450.0,39.799183623313525,-86.23508422517538,287.1161301385422,724.8796810769062,30,27.0,accelerate,1,40.0
146,1460.0,39.799093814838656,-86.23507871939857,287.5870575658091,714.9522522652542,30,27.0,accelerate,1,40.0
147,1470.0,39.79900392954856,-86.235075,287.9051901134879,705.016332298275,30,27.0,accelerate,1,40.0
148,1480.0,39.79891399969129,-86.23507548387595,287.86380259175735,695.075485874689,30,27.0,accelerate,1,40.0
149,1490.0,39.79882407403381,-86.23507510883128,287.89588141074387,685.1351036977202,30,27.0,accelerate,1,40.0
150,1500.0,39.7987341874501,-86.23507144293261,288.20943793299006,675.1990407343176,31,25.0,coast,3,40.0
151,1510.0,39.79864430542275,-86.23506753501837,288.54369485237487,665.2634814305616,31,25.0,coast,3,40.0
152,1520.0,39.798554420913504,-86.2350637258714,288.86950388000025,655.3276477792828,31,25.0,coast,3,40.0
153,1530.0,39.79846456325937,-86.23505899393416,289.2742422304836,645.394782690933,31,25.0,coast,3,40.0
154,1540.0,39.798374638735595,-86.23505752919834,289.39952596329704,635.4545258326914,31,25.0,coast,3,40.0
155,1550.0,39.79828471814653,-86.235056,289.5303233905585,625.5147039178484,32,28.0,accelerate,1,40.0
156,1560.0,39.79819478598594,-86.235056,289.5303233905585,615.5736028862214,32,28.0,accelerate,1,40.0
157,1570.0,39.79810485642137,-86.23505527873685,289.5920154300632,605.632788817973,32,28.0,accelerate,1,40.0
158,1580.0,39.79801493733019,-86.2350533441316,289.7574886595166,595.6931324791661,32,28.0,accelerate,1,40.0
159,1590.0,39.79792504000085,-86.23505011544307,290.0336491426083,585.7558816941721,32,28.0,accelerate,1,40.0
160,1600.0,39.79783514517567,-86.23504674294408,290.32211021285684,575.8189077184022,33,26.0,coast,3,40.0
161,1610.0,39.797745246238804,-86.23504359629491,290.59125359582646,565.8814792377027,33,26.0,coast,3,40.0
162,1620.0,39.79765532543014,-86.235042,290.7277900155126,555.9416330480598,33,26.0,coast,3,40.0
163,1630.0,39.797565393269544,-86.235042,290.7277900155126,546.0005320158646,33,26.0,coast,3,40.0
164,1640.0,39.79747548407632,-86.23504038477476,290.8659456095558,536.0619697967815,33,26.0,coast,3,40.0
165,1650.0,39.79738558582555,-86.235038,291.069923337449,526.1246171567947,34,24.0,coast,3,40.0
166,1660.0,39.79729566058261,-86.23503699210657,291.15613181938414,516.1842808025319,34,24.0,coast,3,40.0
167,1670.0,39.79720575219803,-86.23503435182086,291.38196424946676,506.2458079706421,34,24.0,coast,3,40.0
168,1680.0,39.7971158359034,-86.23503241858981,291.54731993920296,496.3064607615687,34,24.0,coast,3,40.0
169,1690.0,39.79702592512427,-86.23503010446872,291.74525442303224,486.3677232364579,34,24.0,coast,3,40.0
170,1700.0,39.796936044049275,-86.23502619257377,292.07985182661645,476.4322692071742,35,27.0,accelerate,1,40.0
171,1710.0,39.796846131117135,-86.2350242628536,292.24490721953686,466.49329368838363,35,27.0,accelerate,1,40.0
172,1720.0,39.796756202566925,-86.23502321414784,292.33460651536234,456.55259174816064,35,27.0,accelerate,1,40.0
173,1730.0,39.79666628208305,-86.23502137004735,292.49233857266233,446.61278146085357,35,27.0,accelerate,1,40.0
174,1740.0,39.796576400496406,-86.23501753649394,292.8202351619125,436.67727087248477,35,27.0,accelerate,1,40.0
175,1750.0,39.79648652587713,-86.23501335004079,293.17831644287196,426.7425304581746,36,25.0,coast,3,40.0
176,1760.0,39.7963966845592,-86.23500810027137,293.62734670498895,416.8114711738016,36,25.0,coast,3,40.0
177,1770.0,39.79630676804816,-86.235006,293.806989910509,406.8721000436834,36,25.0,coast,3,40.0
178,1780.0,39.79621683589342,-86.23500600180337,293.80683566234916,396.93099965833414,36,25.0,coast,3,40.0
179,1790.0,39.79612690693814,-86.23500699003364,293.722309035708,386.99025294243353,36,25.0,coast,3,40.0
180,1800.0,39.796036988652084,-86.23500896578014,293.55331685760285,377.0506856018816,37,28.0,accelerate,1,40.0
181,1810.0,39.795947061589686,-86.2350078236282,293.65100891729236,367.1101481239289,37,28.0,accelerate,1,40.0
182,1820.0,39.79585715957544,-86.23500511912555,293.882334036151,357.17237946945323,37,28.0,accelerate,1,40.0
183,1830.0,39.79576723362167,-86.23500566705529,293.83546778082604,347.23196453936214,37,28.0,accelerate,1,40.0
184,1840.0,39.79567732829369,-86.235003,294.0635899010497,337.2938295851364,37,28.0,accelerate,1,40.0
185,1850.0,39.79558741379037,-86.23500213198555,294.13783406840787,327.3546803875045,38,26.0,coast,3,40.0
186,1860.0,39.795497595004605,-86.23499631533355,294.6353516861207,317.4261118089147,38,26.0,coast,3,40.0
187,1870.0,39.79540772121238,-86.23499212190876,294.99402927368715,307.49146281624655,38,26.0,coast,3,40.0
188,1880.0,39.7953179040489,-86.2349863360045,295.4889169347281,297.56307356532585,38,26.0,coast,3,40.0
189,1890.0,39.795228180788314,-86.23497838072798,296.1693582298925,287.64506434022326,38,26.0,coast,3,40.0
190,1900.0,39.79513843689931,-86.23497087278268,296.81153779479143,277.72477484995494,39,24.0,coast,3,40.0
191,1910.0,39.79504878583032,-86.23496162582356,297.6024610049699,267.8147456834685,39,24.0,coast,3,40.0
192,1920.0,39.7949590679155,-86.23495389190735,298.2639686150082,257.89732737935026,39,24.0,coast,3,40.0
193,1930.0,39.79486920767878,-86.23494930961446,298.6559073872516,247.96417681243946,39,24.0,coast,3,40.0
194,1940.0,39.79477941662742,-86.23494278471895,299.2140034306248,238.03867399498935,39,24.0,coast,3,40.0
195,1950.0,39.79468960772788,-86.23493720994459,299.6908324482347,228.11119824040682,40,27.0,accelerate,1,40.0
196,1960.0,39.79459974941543,-86.23493301847522,300.04934278198067,218.17826038245468,40,27.0,accelerate,1,40.0
197,1970.0,39.794509884989935,-86.23492945427766,300.3542004692537,208.2446467877955,40,27.0,accelerate,1,40.0
198,1980.0,39.79441998873197,-86.23493139079356,300.1885638154962,198.30751443182825,40,27.0,accelerate,1,40.0
199,1990.0,39.794330101671534,-86.23493094343391,300.2268279758088,188.3713987711963,40,27.0,accelerate,1,40.0
200,2000.0,39.79424018244566,-86.23492921212896,300.37491225486946,178.43172754404745,41,25.0,coast,3,40.0
201,2010.0,39.79415025105809,-86.234929,300.39305635140295,168.49071196174168,41,25.0,coast,3,40.0
202,2020.0,39.79406035195235,-86.23492601319822,300.6485274548188,158.5532648132588,41,25.0,coast,3,40.0
203,2030.0,39.793970558167175,-86.23491971395418,301.1873227760364,148.6274597997115,41,25.0,coast,3,40.0
204,2040.0,39.79388064240367,-86.23491747908301,301.3784787501795,138.68817130179715,41,25.0,coast,3,40.0
205,2050.0,39.79379072224124,-86.23491563402801,301.536292448764,128.74839654655386,42,28.0,accelerate,1,40.0
206,2060.0,39.79370083869849,-86.23491252143661,301.80252275747887,118.81266973141763,42,28.0,accelerate,1,40.0
207,2070.0,39.7936109934355,-86.23490740225638,302.24038329121083,108.88117436061762,42,28.0,accelerate,1,40.0
208,2080.0,39.793521134152535,-86.23490269127119,302.6433295445312,98.94812922166474,42,28.0,accelerate,1,40.0
209,2090.0,39.7934312165499,-86.23490100281234,302.7877490540291,89.00863742584684,42,28.0,accelerate,1,40.0
210,2100.0,39.79334131142333,-86.23489826994258,303.021500505644,79.07052473558286,43,26.0,coast,3,40.0
211,2110.0,39.79325143687908,-86.23489422802376,303.3672192835398,69.1357926139292,43,26.0,coast,3,40.0
212,2120.0,39.79316153443455,-86.23489126757536,303.62043629359056,59.19797639550099,43,26.0,coast,3,40.0
213,2130.0,39.793071670536996,-86.2348867701711,304.00511425881405,49.26442115978011,43,26.0,coast,3,40.0
214,2140.0,39.79298191657152,-86.2348794767059,304.6289486278241,39.343017816322664,43,26.0,coast,3,40.0
215,2150.0,39.79289240424039,-86.23486850494203,305.567400131352,29.448324733252434,44,24.0,coast,3,40.0
216,2160.0,39.79280346199709,-86.23485131782546,307.03747145216306,19.616649158241653,44,24.0,coast,3,40.0
217,2170.0,39.7927155797592,-86.23482669818759,309.1432710724689,9.902146581912334,44,24.0,coast,3,40.0
218,2180.0,39.79262752485508,-86.23480339278814,311.1366595033038,0.16855748054250674,44,24.0,coast,3,40.0
219,2190.0,39.79254395671892,-86.23476037403135,314.816197040865,-9.069064290429864,44,24.0,coast,3,40.0
220,2200.0,39.79246618788097,-86.23470242193032,319.77303324535717,-17.665631637453764,45,27.0,accelerate,1,40.0
221,2210.0,39.79240056881497,-86.23462296779068,326.5690104225518,-24.919163193423117,45,27.0,accelerate,1,40.0
222,2220.0,39.79234857887027,-86.23452782834386,334.70660416175593,-30.666131680684188,45,27.0,accelerate,1,40.0
223,2230.0,39.79230659167846,-86.23442435197471,343.55728263179924,-35.30739586282994,45,27.0,accelerate,1,40.0
224,2240.0,39.79227596467175,-86.2343146007557,352.9446699094305,-38.6929051843471,45,27.0,accelerate,1,40.0
225,2250.0,39.79226102471381,-86.23419924713812,362.81124899403096,-40.34436813539981,46,25.0,coast,3,40.0
226,2260.0,39.79225217404372,-86.23408279648714,372.77166099828077,-41.32272120705551,46,25.0,coast,3,40.0
227,2270.0,39.7922453875389,-86.233966228034,382.7421490143576,-42.07290145007861,46,25.0,coast,3,40.0
228,2280.0,39.79224288903917,-86.23384923409456,392.74903029166546,-42.34908560986556,46,25.0,coast,3,40.0
229,2290.0,39.792238932334406,-86.23373237148301,402.74467865605607,-42.786459754255034,46,25.0,coast,3,40.0
230,2300.0,39.79222623930761,-86.23361658257001,412.64849000805435,-44.18954693671316,47,28.0,accelerate,1,40.0
231,2310.0,39.79220479366822,-86.23350295669624,422.36728941028616,-46.56014791474118,47,28.0,accelerate,1,40.0
232,2320.0,39.79217948648766,-86.23339064865363,431.9733703261808,-49.35760365359894,47,28.0,accelerate,1,40.0
233,2330.0,39.792148802530846,-86.23328075093175,441.37328847979757,-52.74940823985476,47,28.0,accelerate,1,40.0
234,2340.0,39.792104507547194,-86.23317911459124,450.06658317414053,-57.64577573328263,47,28.0,accelerate,1,40.0
235,2350.0,39.79204752865472,-86.23308883066892,457.7888677306307,-63.94422250699122,48,26.0,coast,3,40.0
236,2360.0,39.7919800719559,-86.23301202142038,464.358618563733,-71.40088599481906,48,26.0,coast,3,40.0
237,2370.0,39.79190722075208,-86.23294351553086,470.21815544643084,-79.45385806530308,48,26.0,coast,3,40.0
238,2380.0,39.79182990388174,-86.23288379617995,475.32615041936265,-88.00046491242539,48,26.0,coast,3,40.0
239,2390.0,39.79175666590645,-86.23281631500925,481.0980396875738,-96.09619070140464,48,26.0,coast,3,40.0
240,2400.0,39.791687806535535,-86.23274119073027,487.52366946263584,-103.70790556196815,49,24.0,coast,3,40.0
241,2410.0,39.79163130960348,-86.23265048917646,495.28167543180973,-109.9530764310923,49,24.0,coast,3,40.0
242,2420.0,39.79158824074212,-86.23254798569408,504.0491396568561,-114.71390836530368,49,24.0,coast,3,40.0
243,2430.0,39.79156751492146,-86.23243478502607,513.7315697953012,-117.0049405818152,49,24.0,coast,3,40.0
244,2440.0,39.791564064747206,-86.23231799283664,523.7211947216075,-117.3863228440538,49,24.0,coast,3,40.0
245,2450.0,39.7915688710402,-86.23220112671363,533.7171434326303,-116.85503521635562,50,27.0,accelerate,1,40.0
246,2460.0,39.79157140618244,-86.23208418547324,543.7195171843424,-116.57480059261043,50,27.0,accelerate,1,40.0
247,2470.0,39.791569694331784,-86.23196718824806,553.7266795008219,-116.76402856444611,50,27.0,accelerate,1,40.0
248,2480.0,39.79156818507025,-86.2318501819668,563.7346164140163,-116.9308623349732,50,27.0,accelerate,1,40.0
249,2490.0,39.79156495518948,-86.23173322290009,573.738514910046,-117.28789335484876,50,27.0,accelerate,1,40.0
250,2500.0,39.791559656360384,-86.23161639355025,583.7313182894565,-117.87362592264833,51,25.0,coast,3,40.0
251,2510.0,39.79155265271631,-86.23149978824961,593.7049579962332,-118.64780873893257,51,25.0,coast,3,40.0
252,2520.0,39.791536359368195,-86.23138480354811,603.5399824597417,-120.44887543945211,51,25.0,coast,3,40.0
253,2530.0,39.7914950728931,-86.23128184333103,612.3465127247407,-125.01268239651813,51,25.0,coast,3,40.0
254,2540.0,39.791430478806326,-86.23120052859318,619.3016330636108,-132.15291274847584,51,25.0,coast,3,40.0
255,2550.0,39.79135957972367,-86.23112892547744,625.4260860196256,-139.9900973454632,52,28.0,accelerate,1,40.0
256,2560.0,39.79127643190599,-86.23108480155612,629.2001519591292,-149.1812571111625,52,28.0,accelerate,1,40.0
257,2570.0,39.79118916550105,-86.23105723610932,631.5579164286862,-158.8276855132542,52,28.0,accelerate,1,40.0
258,2580.0,39.79110026518997,-86.23103960876422,633.0656419602403,-168.65472590075248,52,28.0,accelerate,1,40.0
259,2590.0,39.791010660908654,-86.23102980507572,633.9041840884207,-178.55958315683773,52,28.0,accelerate,1,40.0
260,2600.0,39.79092086238202,-86.23102349139887,634.4442138964058,-188.48591229084863,53,26.0,coast,3,40.0
261,2610.0,39.790830961518886,-86.23102148601458,634.6157410937786,-198.42355370227907,53,26.0,coast,3,40.0
262,2620.0,39.79074104290014,-86.231023,634.4862448788973,-208.3631578186384,53,26.0,coast,3,40.0
263,2630.0,39.790651189090845,-86.2310272202457,634.1252732080408,-218.29559789787632,53,26.0,coast,3,40.0
264,2640.0,39.79056163293755,-86.23103790323972,633.2115211512446,-228.1951350822984,53,26.0,coast,3,40.0
265,2650.0,39.7904720902284,-86.2310487096905,632.2872094265367,-238.0931861524556,54,24.0,coast,3,40.0
266,2660.0,39.79038280337263,-86.23106264358644,631.0953969015659,-247.96295518938055,54,24.0,coast,3,40.0
267,2670.0,39.79029348947619,-86.23107631487682,629.926045904148,-257.8357133014408,54,24.0,coast,3,40.0
268,2680.0,39.79020401546811,-86.23108809969943,628.9180507782057,-267.72617015427176,54,24.0,coast,3,40.0
269,2690.0,39.79011439789255,-86.23109776234543,628.0915724854189,-277.63249695695777,54,24.0,coast,3,40.0
270,2700.0,39.79002513309689,-86.23111195184997,626.8778969060379,-287.4998274698054,55,28.0,accelerate,1,40.0
271,2710.0,39.78993619472821,-86.23112921529605,625.4012968684916,-297.3310747433784,55,28.0,accelerate,1,40.0
272,2720.0,39.78984754441619,-86.23114890488425,623.7171808147684,-307.13048023453115,55,28.0,accelerate,1,40.0
273,2730.0,39.78975903700347,-86.23116960509552,621.9466228061659,-316.9140896362634,55,28.0,accelerate,1,40.0
274,2740.0,39.789670936899654,-86.2311930786745,619.9388494196423,-326.6526751120293,55,28.0,accelerate,1,40.0
275,2750.0,39.78958343057657,-86.23121999933949,617.6362352860383,-336.3256240659981,56,26.0,coast,3,40.0
276,2760.0,39.789496107325036,-86.23124797793284,615.2431330171138,-345.97833629047005,56,26.0,coast,3,40.0
277,2770.0,39.78940902296964,-86.23127716064916,612.7470380997947,-355.6046409353868,56,26.0,coast,3,40.0
278,2780.0,39.78932339445236,-86.23131270250964,609.7070244043109,-365.0700172357062,56,26.0,coast,3,40.0
279,2790.0,39.78923962795999,-86.23135517524098,606.0741902421188,-374.32956530309025,56,26.0,coast,3,40.0
280,2800.0,39.7891579995251,-86.23140417751576,601.8828624833909,-383.352772495205,57,24.0,coast,3,40.0
281,2810.0,39.789078931963466,-86.23145983960586,597.1218985397426,-392.0929007579436,57,24.0,coast,3,40.0
282,2820.0,39.78900135449325,-86.23151903252521,592.058931011845,-400.66831431589867,57,24.0,coast,3,40.0
283,2830.0,39.788928004196876,-86.23158653645709,586.2850949036123,-408.7764560772566,57,24.0,coast,3,40.0
284,2840.0,39.78885677540385,-86.23165797789903,580.1744704464851,-416.6500868579175,57,24.0,coast,3,40.0
285,2850.0,39.78878732838599,-86.23173231910935,573.81581914147,-424.3267602121568,58,27.0,accelerate,1,40.0
286,2860.0,39.7887228267605,-86.23181374476533,566.8512116061299,-431.4567698942036,58,27.0,accelerate,1,40.0
287,2870.0,39.788660391453924,-86.2318979776896,559.6464890647972,-438.3583686833795,58,27.0,accelerate,1,40.0
