idx,dist_m,lat,lon,x_m,y_m,segment,target_speed_kph,action,action_code,offtrack_radius_m
288,2880.0,39.78860214308925,-86.23198711075005,552.0226415555892,-444.7971429137951,58,27.0,accelerate,1,40.0
289,2890.0,39.788548813125274,-86.23208133263701,543.9635297677409,-450.6922371319965,58,27.0,accelerate,1,40.0
290,2900.0,39.788496148040814,-86.2321761681908,535.8519290119417,-456.51383556859344,59,25.0,coast,3,40.0
291,2910.0,39.78845031618987,-86.2322768451785,527.2406909593243,-461.58008837112703,59,25.0,coast,3,40.0
292,2920.0,39.78840870593402,-86.23238057829074,518.3680523973203,-466.1796860537698,59,25.0,coast,3,40.0
293,2930.0,39.78836998554029,-86.23248621108948,509.3329273229215,-470.4598383756237,59,25.0,coast,3,40.0
294,2940.0,39.78833201820769,-86.23259230046018,500.2587501270065,-474.6567473216615,59,25.0,coast,3,40.0
295,2950.0,39.788295294702614,-86.23269913322761,491.1209877330598,-478.71616357325644,60,28.0,accelerate,1,40.0
296,2960.0,39.78825937851139,-86.23280642875336,481.9436440788774,-482.6863393507252,60,28.0,accelerate,1,40.0
297,2970.0,39.788226780683246,-86.23291545458241,472.6183018213421,-486.28970327366426,60,28.0,accelerate,1,40.0
298,2980.0,39.78819833813825,-86.23302646669124,463.1230664386147,-489.4337421978572,60,28.0,accelerate,1,40.0
299,2990.0,39.788175282020156,-86.2331395602129,453.44980088509783,-491.9823654916767,60,28.0,accelerate,1,40.0
300,3000.0,39.7881546722671,-86.23325342788547,443.7103196255064,-494.2605675950201,61,26.0,coast,3,40.0
301,3010.0,39.78814136737624,-86.23336915161167,433.81208391807746,-495.73129023052155,61,26.0,coast,3,40.0
302,3020.0,39.78813069452779,-86.23348536019438,423.8723768187026,-496.9110668982845,61,26.0,coast,3,40.0
303,3030.0,39.788118285354415,-86.23360126284828,413.9588368286102,-498.2827769230769,61,26.0,coast,3,40.0
304,3040.0,39.78810896615785,-86.2337176430008,404.0044547905983,-499.3129209110053,61,26.0,coast,3,40.0
305,3050.0,39.788104,-86.23383445764219,394.0129094742607,-499.8618800001624,62,24.0,coast,3,40.0
306,3060.0,39.788103474075896,-86.2339514887137,384.0028521680105,-499.9200156501412,62,24.0,coast,3,40.0
307,3070.0,39.7881007898233,-86.2340684623801,373.99770491308186,-500.2167329326815,62,24.0,coast,3,40.0
308,3080.0,39.78809615408908,-86.23418534038437,364.00073995663814,-500.72916699271235,62,24.0,coast,3,40.0
309,3090.0,39.78809274859896,-86.23430227605931,353.99884223726343,-501.1056098705272,62,24.0,coast,3,40.0
310,3100.0,39.788086975586246,-86.23441906761987,344.0092711004296,-501.74375869653375,63,27.0,accelerate,1,40.0
311,3110.0,39.788084210844694,-86.23453602397761,334.005604311066,-502.0493732275926,63,27.0,accelerate,1,40.0
312,3120.0,39.7880863003716,-86.23465301114817,323.9993020007356,-501.81839692260377,63,27.0,accelerate,1,40.0
313,3130.0,39.788091061521925,-86.23476987048146,314.00393403639447,-501.2920993664995,63,27.0,accelerate,1,40.0
314,3140.0,39.78809705317343,-86.23488664322876,304.01597205913,-500.6297822089294,63,27.0,accelerate,1,40.0
315,3150.0,39.788106161038684,-86.23500303051756,294.06097963334634,-499.62299878364695,64,25.0,coast,3,40.0
316,3160.0,39.788132146119075,-86.2351136666675,284.5979012660987,-496.7506079971672,64,25.0,coast,3,40.0
317,3170.0,39.78818079975431,-86.23521191382943,276.19449430433286,-491.3724351584287,64,25.0,coast,3,40.0
318,3180.0,39.78825420074042,-86.23527759710973,270.5763845898861,-483.2586901539442,64,25.0,coast,3,40.0
319,3190.0,39.78834011787486,-86.23531027946872,267.7809535796597,-473.7614101125447,64,25.0,coast,3,40.0
320,3200.0,39.78842889878772,-86.23532875263201,266.20088240057515,-463.9475680052413,65,28.0,accelerate,1,40.0
321,3210.0,39.78851867070192,-86.23533211585591,265.91321465919634,-454.0241806099217,65,28.0,accelerate,1,40.0
322,3220.0,39.78860844707052,-86.23532523069761,266.5021251790783,-444.1003008245162,65,28.0,accelerate,1,40.0
323,3230.0,39.78869828681243,-86.23532008158035,266.94254632596324,-434.169415753424,65,28.0,accelerate,1,40.0
324,3240.0,39.7887881558041,-86.23531569883772,267.3174169006064,-424.235297414587,65,28.0,accelerate,1,40.0
325,3250.0,39.78887801701647,-86.23531105084398,267.71497528533394,-414.30203899884043,66,26.0,coast,3,40.0
326,3260.0,39.78896784266555,-86.23530540468971,268.197909662785,-404.3727117503709,66,26.0,coast,3,40.0
327,3270.0,39.78905774520925,-86.23530320063621,268.38642969937246,-394.4348845690977,66,26.0,coast,3,40.0
328,3280.0,39.789147603426315,-86.2353079450048,267.9806280526706,-384.501957255219,66,26.0,coast,3,40.0
329,3290.0,39.78923706385018,-86.23531869567415,267.06108749950994,-374.61300200110935,66,26.0,coast,3,40.0
330,3300.0,39.78932429260279,-86.23534676626653,264.6601162477937,-364.9707356872778,67,24.0,coast,3,40.0
331,3310.0,39.78940728565496,-86.23539067341854,260.9045913080751,-355.7966837006239,67,24.0,coast,3,40.0
332,3320.0,39.7894773659475,-86.23546326008103,254.69601232266103,-348.0500081637497,67,24.0,coast,3,40.0
333,3330.0,39.78952719131571,-86.2355594930787,246.46488353860775,-342.54231196129103,67,24.0,coast,3,40.0
334,3340.0,39.78954980806809,-86.23567189977852,236.8503641431785,-340.042256153479,67,24.0,coast,3,40.0
335,3350.0,39.789540020322825,-86.23578785339689,226.9324649929768,-341.1241935148738,68,27.0,accelerate,1,40.0
336,3360.0,39.789509855773,-86.2358980803039,217.5043905375728,-344.45858285253917,68,27.0,accelerate,1,40.0
337,3370.0,39.78947578082232,-86.23600636472466,208.24246339955343,-348.22522789999886,68,27.0,accelerate,1,40.0
338,3380.0,39.789443165403995,-86.23611538348779,198.91772551321662,-351.830536242578,68,27.0,accelerate,1,40.0
339,3390.0,39.78941016467654,-86.23622421241436,189.60922498080797,-355.478436655083,68,27.0,accelerate,1,40.0
340,3400.0,39.7893758766056,-86.23633240543876,180.3551152773144,-359.2686400174194,69,25.0,coast,3,40.0
341,3410.0,39.789341702755436,-86.23644065671147,171.09602340377145,-363.04621741372324,69,25.0,coast,3,40.0
342,3420.0,39.789311826511984,-86.23655101887249,161.65638022114945,-366.348737365222,69,25.0,coast,3,40.0
343,3430.0,39.789286914233905,-86.23666342883048,152.0415821440166,-369.1025405842633,69,25.0,coast,3,40.0
344,3440.0,39.789266878186346,-86.23677750752213,142.2840517198721,-371.317325280984,69,25.0,coast,3,40.0
345,3450.0,39.789251200483335,-86.23689271545663,132.42993339467637,-373.05033857188914,70,28.0,accelerate,1,40.0
346,3460.0,39.78924191179576,-86.2370090582397,122.47874769026217,-374.07711009652417,70,28.0,accelerate,1,40.0
347,3470.0,39.78923570125158,-86.23712581647032,112.49202737479688,-374.7636236505687,70,28.0,accelerate,1,40.0
348,3480.0,39.78924070522572,-86.23724255086192,102.50734609027498,-374.21048434823814,70,28.0,accelerate,1,40.0
349,3490.0,39.789251744859776,-86.23735865434912,92.57662815879571,-372.990163199871,70,28.0,accelerate,1,40.0
350,3500.0,39.78926959316474,-86.23747330760997,82.76995291784662,-371.0172115695244,71,26.0,coast,3,40.0
351,3510.0,39.78929515468852,-86.23758538781634,73.18335959515869,-368.19164073148454,71,26.0,coast,3,40.0
352,3520.0,39.78932935586221,-86.2376935308677,63.93352425344889,-364.41104299124873,71,26.0,coast,3,40.0
353,3530.0,39.78937353365389,-86.23779530476088,55.22846422301161,-359.52762989916476,71,26.0,coast,3,40.0
354,3540.0,39.78941884024594,-86.23789640435997,46.58107881049925,-354.519439213116,71,26.0,coast,3,40.0
355,3550.0,39.78947111317578,-86.23799162258706,38.43674673336372,-348.741189549173,72,24.0,coast,3,40.0
356,3560.0,39.78952597496453,-86.23808433862438,30.506435280488958,-342.6767674201406,72,24.0,coast,3,40.0
357,3570.0,39.789584773085856,-86.23817284738064,22.93598658782075,-336.1772230890786,72,24.0,coast,3,40.0
358,3580.0,39.78964883892286,-86.23825476251574,15.929512273541764,-329.09538546738287,72,24.0,coast,3,40.0
359,3590.0,39.78971928475158,-86.23832738005943,9.7182919155051,-321.30830356027735,72,24.0,coast,3,40.0
360,3600.0,39.789793322238616,-86.23839378278375,4.038645758034654,-313.1241997432011,73,27.0,accelerate,1,40.0
361,3610.0,39.78987034168616,-86.2384540242148,-1.1140044681952186,-304.6104700117403,73,27.0,accelerate,1,40.0
362,3620.0,39.78995028515013,-86.23850757106813,-5.694045165914086,-295.7735195050597,73,27.0,accelerate,1,40.0
363,3630.0,39.79002997350365,-86.23856178145256,-10.330839887691106,-286.96476890658914,73,27.0,accelerate,1,40.0
364,3640.0,39.79011191462077,-86.23860983464103,-14.440989133518663,-277.9069978196402,73,27.0,accelerate,1,40.0
365,3650.0,39.790197577632135,-86.23864512908976,-17.459840878838573,-268.4378085439088,74,25.0,coast,3,40.0
366,3660.0,39.79028585048219,-86.23866737152876,-19.36231076279513,-258.6801276985612,74,25.0,coast,3,40.0
367,3670.0,39.79037492524687,-86.23868319523929,-20.715765423201432,-248.83380321071604,74,25.0,coast,3,40.0
368,3680.0,39.790464406169605,-86.23869489655671,-21.716618072042486,-238.94258201210704,74,25.0,coast,3,40.0
369,3690.0,39.79055424811015,-86.23869832677771,-22.010016297495095,-229.0114539043846,74,25.0,coast,3,40.0
370,3700.0,39.79064402794749,-86.23870513440791,-22.592295580789028,-219.0871906847745,75,28.0,accelerate,1,40.0
371,3710.0,39.790733885336145,-86.23870947493728,-22.963555513794216,-209.15435494236218,75,28.0,accelerate,1,40.0
372,3720.0,39.79082373807531,-86.238706,-22.66633255488667,-199.22203315515324,75,28.0,accelerate,1,40.0
373,3730.0,39.79091357287546,-86.23870952245707,-22.96762004031511,-189.29169434648995,75,28.0,accelerate,1,40.0
374,3740.0,39.79100341781642,-86.238714,-23.350599198759426,-179.36023457266575,75,28.0,accelerate,1,40.0
375,3750.0,39.79109331532593,-86.23871579116891,-23.503803841398206,-169.42296387109326,76,26.0,coast,3,40.0
376,3760.0,39.79118316190668,-86.23871514430984,-23.44847582934685,-159.49132283571652,76,26.0,coast,3,40.0
377,3770.0,39.79127307586636,-86.2387170384238,-23.610485705367907,-149.55223373295456,76,26.0,coast,3,40.0
378,3780.0,39.79136299193738,-86.23871687287387,-23.596325667689392,-139.61291124177527,76,26.0,coast,3,40.0
379,3790.0,39.79145290305946,-86.23871752374762,-23.65199706805909,-129.67413580722433,76,26.0,coast,3,40.0
380,3800.0,39.79154277136026,-86.2387158592966,-23.50963102991858,-119.74009383658839,77,24.0,coast,3,40.0
381,3810.0,39.79163266886074,-86.23871908809171,-23.785800628372385,-109.8028241332863,77,24.0,coast,3,40.0
382,3820.0,39.791722540425205,-86.23872279599016,-24.1029495309386,-99.86842139742689,77,24.0,coast,3,40.0
383,3830.0,39.7918123766853,-86.2387259264045,-24.370704294984552,-89.93792120671645,77,24.0,coast,3,40.0
384,3840.0,39.791902206035175,-86.2387207463208,-23.927634484497865,-80.00818487131197,77,24.0,coast,3,40.0
385,3850.0,39.791992130443596,-86.23871921097634,-23.796311359353524,-70.06794076437151,78,27.0,accelerate,1,40.0
386,3860.0,39.79208205493142,-86.2387183175822,-23.719896383040524,-60.1276878809064,78,27.0,accelerate,1,40.0
387,3870.0,39.79217194991472,-86.23872136854426,-23.980855329138148,-50.19069642726598,78,27.0,accelerate,1,40.0
388,3880.0,39.792261455355224,-86.23873218887348,-24.906354123562824,-40.29676503350279,78,27.0,accelerate,1,40.0
389,3890.0,39.79235123294596,-86.23873904795046,-25.49303382065544,-30.372750153617037,78,27.0,accelerate,1,40.0
390,3900.0,39.79244105412982,-86.23874482412715,-25.987089450142914,-20.44391648973317,79,25.0,coast,3,40.0
391,3910.0,39.792549185207285,-86.23874598782638,-19.55024361350281,-7.34427903720462,79,25.0,coast,3,40.0
392,3920.0,39.79269289630631,-86.23874250804926,0.042077908625321854,11.926857699525637,79,25.0,coast,3,40.0
393,3930.0,39.79278281529581,-86.2387434004134,-0.03424846580093886,21.866502798368078,79,25.0,coast,3,40.0
394,3940.0,39.79287273921149,-86.23874489130542,-0.161768584103633,31.806692437882933,79,25.0,coast,3,40.0
395,3950.0,39.792962572290314,-86.23875008535441,-0.6060299653131547,41.736840970928114,80,28.0,accelerate,1,40.0
396,3960.0,39.793052497161014,-86.2387514999272,-0.7270222891885616,51.67713617822124,80,28.0,accelerate,1,40.0
397,3970.0,39.79314241651973,-86.2387533927065,-0.8889169389602806,61.61682209012375,80,28.0,accelerate,1,40.0
398,3980.0,39.793232344381174,-86.23875453694001,-0.9867863971725721,71.5574478950438,80,28.0,accelerate,1,40.0
399,3990.0,39.7933222522508,-86.2387529655406,-0.8523802576939339,81.49586380377463,80,28.0,accelerate,1,40.0
400,4000.0,39.79341214498975,-86.23874950084455,-0.5560352198305276,91.43260716715528,81,26.0,coast,3,40.0
401,4010.0,39.793502057176475,-86.2387509264294,-0.6779694361020181,101.37150028750409,81,26.0,coast,3,40.0
402,4020.0,39.793591983393334,-86.23875177818782,-0.7508226900057106,111.31194429847808,81,26.0,coast,3,40.0
403,4030.0,39.793681902594756,-86.23875,-0.598729365676837,121.25161282364758,81,26.0,coast,3,40.0
404,4040.0,39.7937718296933,-86.23875070316325,-0.6588728641770714,131.19215429693728,81,26.0,coast,3,40.0
405,4050.0,39.79386174573946,-86.23875108135651,-0.6912207803431096,141.13147403978962,82,24.0,coast,3,40.0
406,4060.0,39.79395163551865,-86.23875233177593,-0.798172612422424,151.06789023181955,82,24.0,coast,3,40.0
407,4070.0,39.794041540459155,-86.23875470675574,-1.0013112058275346,161.00598235492544,82,24.0,coast,3,40.0
408,4080.0,39.794131459868574,-86.2387533790276,-0.8877469447492636,170.94567387146017,82,24.0,coast,3,40.0
409,4090.0,39.79422138930059,-86.238753,-0.8553276659471921,180.88647328683024,82,24.0,coast,3,40.0
410,4100.0,39.79431128803428,-86.23875596858453,-1.1092389129288696,190.8238793091963,83,27.0,accelerate,1,40.0
411,4110.0,39.79440120602335,-86.238754,-0.9408604322988126,200.7634138209813,83,27.0,accelerate,1,40.0
412,4120.0,39.794491132206524,-86.23875455361731,-0.988212852701341,210.70385410903336,83,27.0,accelerate,1,40.0
413,4130.0,39.79458103707539,-86.23875673821506,-1.1750675414932812,220.6419383134019,83,27.0,accelerate,1,40.0
414,4140.0,39.79467093940462,-86.2387575206954,-1.2419952500310842,230.57974178653444,83,27.0,accelerate,1,40.0
415,4150.0,39.79476077471844,-86.2387629508761,-1.706453627900519,240.51013737629742,84,25.0,coast,3,40.0
416,4160.0,39.79485062809228,-86.23876781779258,-2.1227344593447595,250.4425293204048,84,25.0,coast,3,40.0
417,4170.0,39.794940528172454,-86.23877051209615,-2.3531856976221612,260.38008418271716,84,25.0,coast,3,40.0
418,4180.0,39.79503045863877,-86.238771,-2.3949174639228414,270.32099792956296,84,25.0,coast,3,40.0
419,4190.0,39.79512038857741,-86.23877036013438,-2.340187987644684,280.26185334614183,84,25.0,coast,3,40.0
420,4200.0,39.79521023035507,-86.23877423073965,-2.6712515642025307,290.19296344854587,85,28.0,accelerate,1,40.0
421,4210.0,39.79530011434656,-86.23877755034158,-2.955186301439891,300.1287398688272,85,28.0,accelerate,1,40.0
422,4220.0,39.79538996916574,-86.2387822243551,-3.3549676086825873,310.0612915805456,85,28.0,accelerate,1,40.0
423,4230.0,39.79547987543448,-86.2387847878008,-3.57422621084241,319.99953052750277,85,28.0,accelerate,1,40.0
424,4240.0,39.79556980613857,-86.238785,-3.5923761952765156,329.9404705575872,85,28.0,accelerate,1,40.0
425,4250.0,39.795659738299165,-86.238785,-3.5923761952765156,339.88157158936536,86,26.0,coast,3,40.0
426,4260.0,39.795749670459756,-86.238785,-3.5923761952765156,349.82267262115755,86,26.0,coast,3,40.0
427,4270.0,39.79583960262035,-86.238785,-3.5923761952765156,359.7637736528587,86,26.0,coast,3,40.0
428,4280.0,39.795929529807225,-86.2387854775226,-3.633220025120365,369.70432489007345,86,26.0,coast,3,40.0
429,4290.0,39.796019418152646,-86.23878904648595,-3.938483333708796,379.64058259333405,86,26.0,coast,3,40.0
430,4300.0,39.796109280648544,-86.23879348287258,-4.317939756449855,389.5739828895901,87,24.0,coast,3,40.0
431,4310.0,39.7961991754282,-86.23879653973107,-4.579401319499908,399.510951833177,87,24.0,coast,3,40.0
432,4320.0,39.796288992251824,-86.23879758949153,-4.669190235591247,409.4393035163638,87,24.0,coast,3,40.0
433,4330.0,39.79637880808186,-86.23879192529947,-4.18471621874893,419.36754536877885,87,24.0,coast,3,40.0
434,4340.0,39.79646871447367,-86.23878916350665,-3.9484924387181026,429.3057979193167,87,24.0,coast,3,40.0
435,4350.0,39.79655863661811,-86.23878750432597,-3.8065781249706045,439.24579176573343,88,27.0,accelerate,1,40.0
436,4360.0,39.79664854822563,-86.23878873956923,-3.9122318977353063,449.1846208613169,88,27.0,accelerate,1,40.0
437,4370.0,39.79673840450149,-86.23879342003096,-4.312564737765293,459.11733359459384,88,27.0,accelerate,1,40.0
438,4380.0,39.796828305136735,-86.23879577476067,-4.513971285747145,469.0549498143004,88,27.0,accelerate,1,40.0
439,4390.0,39.79691822399168,-86.23879426282947,-4.384651626622647,478.994580039977,88,27.0,accelerate,1,40.0
440,4400.0,39.79700815426035,-86.238794,-4.362171094872087,488.9354719380979,89,25.0,coast,3,40.0
441,4410.0,39.79709806981086,-86.23879623867923,-4.553651522792228,498.87473689161976,89,25.0,coast,3,40.0
442,4420.0,39.797187930947146,-86.23880011206093,-4.884952575167661,508.80798689722013,89,25.0,coast,3,40.0
443,4430.0,39.79727769959589,-86.23880695731178,-5.470445818979523,518.7310133292387,89,25.0,coast,3,40.0
444,4440.0,39.797367552673705,-86.23881186403743,-5.89013163794405,528.6633725508617,89,25.0,coast,3,40.0
445,4450.0,39.79745731606927,-86.23881894137737,-6.495476103653248,538.5858182966077,90,28.0,accelerate,1,40.0
446,4460.0,39.79754720888416,-86.23882176098772,-6.736645177293201,548.5225700549836,90,28.0,accelerate,1,40.0
447,4470.0,39.79763713580898,-86.23882049805988,-6.62862346472034,558.4630923248707,90,28.0,accelerate,1,40.0
448,4480.0,39.79772706255303,-86.2388192133921,-6.518742276330551,568.4035946118912,90,28.0,accelerate,1,40.0
449,4490.0,39.79781698915424,-86.2388179119242,-6.407424125551714,578.3440811097101,90,28.0,accelerate,1,40.0
450,4500.0,39.79790691063294,-86.23881620255334,-6.261216907373641,588.2840013647385,91,26.0,coast,3,40.0
451,4510.0,39.79799678387851,-86.23881218918362,-5.917942291325902,598.2185899303922,91,26.0,coast,3,40.0
452,4520.0,39.798086656550666,-86.23880797145432,-5.557188236360463,608.1531151099493,91,26.0,coast,3,40.0
453,4530.0,39.798176538577216,-86.23880406354013,-5.22293352313622,618.0886743254946,91,26.0,coast,3,40.0
454,4540.0,39.798266372550934,-86.23879878995827,-4.771869477440476,628.0189217797902,91,26.0,coast,3,40.0
455,4550.0,39.79835619274195,-86.238792982478,-4.275139623752369,637.9476456949878,92,24.0,coast,3,40.0
456,4560.0,39.79844596279869,-86.23878661963812,-3.7309083250457946,647.870827766952,92,24.0,coast,3,40.0
457,4570.0,39.79853587692553,-86.2387843848595,-3.539761527450794,657.8099353473805,92,24.0,coast,3,40.0
458,4580.0,39.79862576333163,-86.238781,-3.2502451298700334,667.7459786782354,92,24.0,coast,3,40.0
459,4590.0,39.79871566476112,-86.23877891676194,-3.0720600151473034,677.6836826935944,92,24.0,coast,3,40.0
460,4600.0,39.79880555066647,-86.23877930815303,-3.1055367770620412,687.6196706714628,93,27.0,accelerate,1,40.0
461,4610.0,39.798895299073905,-86.23877200348402,-2.4807482276468638,697.5404596294975,93,27.0,accelerate,1,40.0
462,4620.0,39.79898496815843,-86.23876307049505,-1.7166849682033094,707.4524802321089,93,27.0,accelerate,1,40.0
463,4630.0,39.79907454910631,-86.23875306441337,-0.8608371203480228,717.3547582110742,93,27.0,accelerate,1,40.0
464,4640.0,39.79916370524439,-86.23873812947556,0.41658942958908907,727.2100777145766,93,27.0,accelerate,1,40.0
465,4650.0,39.799253321980736,-86.23872836243558,1.2519913808117005,737.1163117498936,94,25.0,coast,3,40.0
466,4660.0,39.79934268315417,-86.2387153065796,2.368694861339835,746.9942958620326,94,25.0,coast,3,40.0
467,4670.0,39.799430089518516,-86.23868911127474,4.60925175782615,756.6561953765143,94,25.0,coast,3,40.0
468,4680.0,39.799513563392296,-86.23864576028535,8.317181813575615,765.8833973842219,94,25.0,coast,3,40.0
469,4690.0,39.79959495559104,-86.23859597987222,12.575038270960892,774.8804910333079,94,25.0,coast,3,40.0
470,4700.0,39.79967448963475,-86.23854165403915,17.221677068055957,783.6721842247359,95,28.0,accelerate,1,40.0
471,4710.0,39.79973932253168,-86.23846178186145,24.05336539936067,790.8388126516363,95,28.0,accelerate,1,40.0
472,4720.0,39.79978967162314,-86.23836526040698,32.30911243276094,796.4044012211115,95,28.0,accelerate,1,40.0
473,4730.0,39.79982712059688,-86.23825886777729,41.40916839320149,800.5440107792742,95,28.0,accelerate,1,40.0
474,4740.0,39.79986738086472,-86.23815420975174,50.36085886115511,804.994380785364,95,28.0,accelerate,1,40.0
475,4750.0,39.79990804198273,-86.23804980222579,59.291123407235936,809.4890607706261,96,26.0,coast,3,40.0
476,4760.0,39.79995003394729,-86.23794631173705,68.14295122271439,814.1308525335141,96,26.0,coast,3,40.0
477,4770.0,39.80000087658784,-86.23785026046714,76.35848206980323,819.7509980196631,96,26.0,coast,3,40.0
478,4780.0,39.80007318385135,-86.23778289786036,82.1201921911108,827.7438429284598,96,26.0,coast,3,40.0
479,4790.0,39.80015609761131,-86.2377375672899,85.99744129281342,836.9091299532791,96,26.0,coast,3,40.0
480,4800.0,39.80023941602542,-86.2376935594057,89.76155737885108,846.1191474499051,97,24.0,coast,3,40.0
481,4810.0,39.800323256537865,-86.23765122844166,93.3822418447788,855.3868776957307,97,24.0,coast,3,40.0
482,4820.0,39.80040449264289,-86.23760101308835,97.67729993698882,864.3667167448501,97,24.0,coast,3,40.0
483,4830.0,39.80048535662316,-86.2375497897404,102.05857460071054,873.3054211245536,97,24.0,coast,3,40.0
484,4840.0,39.80056041102384,-86.23748558897616,107.54984358144675,881.6019345750075,97,24.0,coast,3,40.0
485,4850.0,39.80063252214463,-86.23741569314828,113.52822711121335,889.5730978671504,98,27.0,accelerate,1,40.0
486,4860.0,39.80070429509681,-86.23734532668199,119.54686564703475,897.506880000837,98,27.0,accelerate,1,40.0
487,4870.0,39.80077197099737,-86.23726827538239,126.13727646914525,904.9877740484284,98,27.0,accelerate,1,40.0
488,4880.0,39.80083579480693,-86.23718585547802,133.1868789101388,912.0428579579191,98,27.0,accelerate,1,40.0
489,4890.0,39.8008949398255,-86.23709777096914,140.72099064613408,918.5807483099082,98,27.0,accelerate,1,40.0
490,4900.0,39.80094595776995,-86.237001581535,148.94833906355478,924.2202718896469,99,25.0,coast,3,40.0
491,4910.0,39.800991156282585,-86.23690038314993,157.6041169100958,929.2165154766709,99,25.0,coast,3,40.0
492,4920.0,39.80103206180081,-86.23679624090364,166.51169135176465,933.7382114611704,99,25.0,coast,3,40.0
493,4930.0,39.80106974131863,-86.23668995437517,175.6026721819269,937.9033053604571,99,25.0,coast,3,40.0
494,4940.0,39.80110000269662,-86.23657979742441,185.0247009362814,941.2483980843257,99,25.0,coast,3,40.0
495,4950.0,39.80113278045609,-86.23647079573155,194.3479172871737,944.8716516164491,100,28.0,accelerate,1,40.0
496,4960.0,39.80116471022999,-86.23636139700629,203.70509291755633,948.4011688227239,100,28.0,accelerate,1,40.0
497,4970.0,39.80118965312048,-86.2362490812771,213.31176796469072,951.1583559380048,100,28.0,accelerate,1,40.0
498,4980.0,39.8012007711195,-86.23613337231026,223.20867601425368,952.3873395490115,100,28.0,accelerate,1,40.0
499,4990.0,39.80118675683584,-86.23601899326637,232.9918320763821,950.8382006330818,100,28.0,accelerate,1,40.0
500,5000.0,39.80115416544701,-86.23591008950547,242.30667203536953,947.2355485124906,101,26.0,coast,3,40.0
501,5010.0,39.801103545119496,-86.23581401025503,250.52459613591952,941.6399775090412,101,26.0,coast,3,40.0
502,5020.0,39.80103592419095,-86.2357375138417,257.0675459997651,934.1651600675244,101,26.0,coast,3,40.0
503,5030.0,39.80096159004953,-86.23567164470958,262.7015151006726,925.9482640747593,101,26.0,coast,3,40.0
504,5040.0,39.800882021923584,-86.23561742820148,267.3388030326988,917.1528034327162,101,26.0,coast,3,40.0
505,5050.0,39.800799423404406,-86.23557127462934,271.28644574482445,908.0223631227385,102,24.0,coast,3,40.0
506,5060.0,39.80071358259674,-86.23553695872435,274.22158003567813,898.5335202435909,102,24.0,coast,3,40.0
507,5070.0,39.80062545546081,-86.23551382272876,276.20046574602736,888.7919466375411,102,24.0,coast,3,40.0
508,5080.0,39.80053574036832,-86.23550729630202,276.75868908079656,878.8748403133084,102,24.0,coast,3,40.0
509,5090.0,39.800445814489024,-86.23550867977708,276.64035663122763,868.9344336165417,102,24.0,coast,3,40.0
510,5100.0,39.800355883860284,-86.23550898282862,276.61443579569936,858.9935019157077,103,27.0,accelerate,1,40.0
511,5110.0,39.80026600294878,-86.23550596898036,276.87221857405353,849.0580659579141,103,27.0,accelerate,1,40.0
512,5120.0,39.800176277453154,-86.23549807404315,277.54749439602114,839.1398096715177,103,27.0,accelerate,1,40.0
513,5130.0,39.80008646541168,-86.23549237364705,278.03506504490827,829.2119866069095,103,27.0,accelerate,1,40.0
514,5140.0,39.79999672354377,-86.23548487748577,278.67623245748007,819.2919205280537,103,27.0,accelerate,1,40.0
515,5150.0,39.79990750003276,-86.23547070492234,279.88845101857265,809.429153620678,104,25.0,coast,3,40.0
516,5160.0,39.79981823249632,-86.2354566786357,281.08815811896943,799.5615201428574,104,25.0,coast,3,40.0
517,5170.0,39.79972929650685,-86.23543953947747,282.5541177393395,789.7305358665523,104,25.0,coast,3,40.0
518,5180.0,39.79964215362231,-86.23541120411033,284.97772008109246,780.0977614100411,104,25.0,coast,3,40.0
519,5190.0,39.799559698133095,-86.23536483473052,288.94382142173544,770.9831316322037,104,25.0,coast,3,40.0
520,5200.0,39.79948242563573,-86.23530520497594,294.0441192999588,762.441429773254,105,28.0,accelerate,1,40.0
521,5210.0,39.7994147798423,-86.23522811656922,300.63770399682846,754.9638637680612,105,28.0,accelerate,1,40.0
522,5220.0,39.79934698181461,-86.23515121496928,307.21531059402776,747.4694697866358,105,28.0,accelerate,1,40.0
523,5230.0,39.79927254023597,-86.23508601367294,312.7921578526236,739.2406976835973,105,28.0,accelerate,1,40.0
524,5240.0,39.79918947860092,-86.23504231957419,316.5294350015268,730.0590645453863,105,28.0,accelerate,1,40.0
525,5250.0,39.799100661132215,-86.2350280664453,317.7485445491481,720.2411815546661,106,26.0,coast,3,40.0
526,5260.0,39.799010913278835,-86.23502062320584,318.3851854117587,710.3204538422639,106,26.0,coast,3,40.0
527,5270.0,39.79892111894543,-86.23501414991762,318.9388636620081,700.3945882274721,106,26.0,coast,3,40.0
528,5280.0,39.79883129296484,-86.23500885290515,319.3919317928312,690.4652243336595,106,26.0,coast,3,40.0
529,5290.0,39.79874147776275,-86.23500319059714,319.8762446619405,680.5370518942694,106,26.0,coast,3,40.0
530,5300.0,39.798651622841554,-86.23499931906207,320.20738776759885,670.6044889053152,107,24.0,coast,3,40.0
531,5310.0,39.79856169627429,-86.23499937600387,320.202517378184,660.6640061602127,107,24.0,coast,3,40.0
532,5320.0,39.7984717809064,-86.23499719374018,320.3891724276827,650.7247613931006,107,24.0,coast,3,40.0
533,5330.0,39.79838185447845,-86.234998,320.32021079512197,640.7842940476013,107,24.0,coast,3,40.0
