timestamp_ms,current_mA,voltage_mV,ax_x100,ay_x100,az_x100,amag_x100
20894,-1,24288,105,-976,44,983
21491,0,24288,108,-971,40,978
22088,3,24288,96,-978,52,985
22685,3,24288,107,-974,37,981
23288,8,24288,103,-978,56,985
23887,7,24288,125,-978,30,986
24483,14,24288,108,-974,38,981
25081,7,24288,105,-973,46,980
25684,0,24288,78,-988,65,993
26281,2,24288,93,-969,53,975
26880,-1,24288,107,-973,52,980
27476,41,24288,110,-977,38,984
28079,14,24288,111,-976,41,983
28676,10,24288,112,-975,36,982
29272,16,24288,101,-977,55,984
29873,267,24288,107,-980,41,986
30474,398,24288,105,-970,46,977
31070,595,24288,113,-972,43,980
31667,628,24288,104,-975,45,981
32262,469,24288,107,-975,44,982
32864,160,24288,106,-975,44,982
33462,15,24288,102,-976,46,983
34057,14,24288,104,-975,43,982
34654,71,24288,102,-979,44,985
35255,392,24288,110,-973,44,980
35850,624,24288,105,-971,46,978
36448,866,24288,108,-978,44,985
37044,667,24288,108,-976,50,983
37646,336,24288,106,-973,43,980
38243,22,24288,106,-975,44,982
38838,16,24288,103,-974,37,980
39442,16,24288,109,-974,46,982
40044,12,24288,110,-976,46,983
40641,12,24288,109,-976,43,983
41238,18,24288,111,-972,45,980
41835,11,24288,98,-976,37,981
42436,10,24288,118,-975,35,983
43034,5,24288,110,-976,44,983
43630,12,24288,103,-974,44,981
44228,10,24288,106,-977,43,983
44830,12,24288,107,-976,43,983
45427,16,24288,99,-977,41,983
46025,18,24288,108,-975,40,982
46622,16,24288,106,-974,40,980
47224,17,24288,100,-978,45,984
47822,-83,24288,137,-958,23,968
48419,1,24288,105,-980,28,986
49017,-55,24288,63,-1031,47,1034
49621,15,24288,112,-973,44,980
50218,26,24288,113,-973,35,980
50815,33,24288,106,-977,38,983
51412,28,24288,105,-976,38,983
52014,25,24288,105,-973,39,980
52612,28,24288,111,-974,41,982
53208,32,24288,125,-972,26,981
53806,25,24288,91,-976,32,981
54408,29,24288,122,-969,30,977
55006,28,24288,101,-959,46,965
55602,27,24288,110,-984,45,991
56199,20,24288,140,-980,37,991
56802,33,24288,147,-945,35,957
57400,28,24288,70,-974,-51,978
58001,26,24288,118,-971,38,979
58598,36,24288,124,-966,106,980
59203,28,24288,129,-968,38,978
59801,32,24288,105,-991,42,997
60399,20,24288,124,-978,20,987
60996,28,24288,93,-972,40,977
61599,28,24288,106,-970,58,978
62196,25,24288,120,-972,41,980
62792,27,24288,104,-976,49,982
63390,20,24288,108,-975,41,981
63993,23,24288,109,-973,39,980
64590,25,24288,107,-977,43,983
65187,18,24288,110,-974,43,981
65784,26,24288,114,-970,48,978
66386,22,24288,101,-974,60,981
66984,28,24288,88,-986,40,991
67583,28,24288,103,-973,57,980
68180,24,24288,101,-976,37,982
68782,27,24288,95,-976,47,981
69381,30,24288,104,-974,40,980
69978,35,24288,96,-969,43,975
70575,32,24288,103,-974,43,980
71176,31,24288,105,-972,46,979
71773,26,24288,105,-977,39,984
72368,20,24288,108,-977,46,984
72965,16,24288,100,-973,39,979
73567,17,24288,105,-980,49,987
74164,18,24288,100,-972,26,977
74760,20,24288,102,-977,37,983
75356,24,24288,109,-973,44,980
75958,19,24288,109,-975,32,982
76559,21,24288,110,-971,43,978
77155,21,24288,105,-974,43,981
77751,11,24288,104,-975,43,982
78353,15,24288,105,-974,42,980
78950,22,24288,111,-978,44,986
79545,17,24288,104,-970,42,976
80143,27,24288,35,-995,-16,996
80745,28,24288,85,-983,19,987
81342,22,24288,103,-980,36,986
81938,16,24288,99,-973,41,979
82535,24,24288,103,-979,41,985
83138,21,24288,103,-975,43,982
83735,16,24288,104,-976,43,983
84332,22,24288,108,-969,45,976
84929,18,24288,113,-974,49,982
85531,24,24288,103,-978,35,984
86128,24,24288,105,-977,42,983
86726,17,24288,106,-976,41,983
87323,19,24288,108,-975,47,982
87926,17,24288,108,-975,37,981
88522,23,24288,112,-975,44,983
89122,25,24288,109,-971,37,978
89720,15,24288,107,-972,43,979
90322,16,24288,106,-977,39,983
90919,25,24288,107,-977,43,984
91519,26,24288,96,-976,56,982
92116,29,24288,106,-973,29,979
92719,25,24288,107,-972,48,979
93316,21,24288,109,-976,50,983
93914,19,24288,115,-970,47,978
94511,18,24288,107,-975,41,982
95113,23,24288,107,-975,40,982
95714,24,24288,106,-975,42,982
96311,19,24288,107,-973,41,980
96909,17,24288,96,-984,45,990
97511,15,24288,120,-971,61,981
98108,16,24288,104,-980,41,986
98705,9,24288,111,-974,54,982
99347,9,24288,106,-979,50,986
99952,-3,24288,97,-972,37,977
100552,10,24288,106,-971,39,977
101154,16,24288,109,-977,41,984
101754,12,24288,105,-976,41,983
102359,13,24288,107,-973,41,980
102960,9,24288,108,-978,40,985
103560,15,24288,102,-978,44,984
104160,13,24288,112,-973,49,981
104765,9,24288,106,-971,43,978
105365,6,24288,105,-976,44,983
105966,8,24288,99,-977,40,983
106566,11,24288,105,-977,41,983
107171,17,24288,110,-975,44,982
107773,12,24288,105,-974,43,981
108372,5,24288,104,-976,43,983
108974,32,24288,99,-976,37,982
109579,139,24288,102,-974,36,981
110178,91,24288,105,-975,44,981
110780,459,24288,94,-977,37,982
111380,4128,24288,85,-978,11,982
111984,2403,24288,100,-979,41,985
112584,27,24288,105,-970,46,977
113182,16,24288,81,-983,55,988
113786,13,24288,72,-989,46,993
114391,17,24288,108,-980,55,988
114990,13,24288,104,-972,43,978
115590,26,24288,100,-972,47,979
116190,154,24288,98,-969,45,975
116794,29,24288,114,-970,55,978
117393,1352,24288,89,-981,17,986
117992,3094,24288,103,-971,48,977
118595,12,24288,90,-997,47,1002
119200,7,24288,112,-964,33,972
119800,351,24288,126,-977,22,986
120400,3727,24288,121,-951,5,958
121001,8407,24288,90,-986,6,990
121606,6228,24288,99,-959,30,965
122207,779,24288,126,-956,-7,964
122807,11,24288,91,-1005,48,1010
123407,17,24288,113,-958,54,966
124012,417,24288,93,-1006,47,1011
124612,4115,24288,107,-958,-16,964
125213,9818,24288,57,-970,36,972
125813,32,24288,123,-966,31,974
126418,27,24288,112,-949,85,960
127018,57,24288,99,-963,90,973
127619,26,24288,107,-1012,11,1018
128222,93,24288,72,-1001,34,1004
128828,6,24288,167,-943,2,958
129428,-14,24288,73,-964,47,968
130028,44,24288,102,-960,57,967
130628,145,24288,98,-1000,74,1008
131233,0,24288,78,-987,42,992
131834,731,24288,107,-985,56,992
132438,4673,24288,102,-997,17,1002
133038,5144,24288,70,-954,47,958
133645,3883,24288,104,-943,68,951
134245,2299,24288,103,-970,61,977
134847,-30,24288,116,-983,34,990
135447,408,24288,128,-985,12,994
136051,4499,24288,64,-957,31,960
136651,11427,24288,79,-1007,-26,1010
137254,20876,24288,88,-1022,-60,1028
137855,2646,24288,140,-912,97,928
138460,-47,24288,118,-1053,11,1059
139059,351,24288,184,-960,-38,978
139659,-43,24288,118,-954,28,962
140259,684,24288,149,-855,52,870
140864,5317,24288,87,-960,2,964
