timestamp_ms,source_timestamp_ms,current_mA,voltage_mV,motor_temperature_C,motor_temperature_valid,wheel_speed_valid,wheel_speed_kph,wheel_rpm,wheel_spoke_count,ax_x100,ay_x100,az_x100,amag_x100,source_file
0,2621424,31,24289,47.2,1,1,0.0,0.0,31038,137,-963,-69,975,2026-08-06-00-38.csv
311,2621735,25,24289,47.19,1,1,0.0,0.0,31038,118,-967,-45,975,2026-08-06-00-38.csv
686,2622110,31,24289,47.26,1,1,0.0,0.0,31038,141,-953,-66,966,2026-08-06-00-38.csv
990,2622414,17,24289,47.25,1,1,0.0,0.0,31038,127,-974,-61,984,2026-08-06-00-38.csv
1301,2622725,27,24289,47.27,1,1,0.0,0.0,31038,137,-969,-66,981,2026-08-06-00-38.csv
1611,2623035,25,24289,47.24,1,1,0.0,0.0,31038,132,-971,-77,983,2026-08-06-00-38.csv
1921,2623345,31,24289,47.3,1,1,0.0,0.0,31038,150,-963,-74,977,2026-08-06-00-38.csv
2274,2623698,28,24289,47.27,1,1,0.0,0.0,31038,109,-971,-65,980,2026-08-06-00-38.csv
2562,2623986,13,24289,47.27,1,1,0.0,0.0,31038,140,-995,-61,1007,2026-08-06-00-38.csv
2860,2624284,31,24289,47.29,1,1,0.0,0.0,31038,131,-959,-85,972,2026-08-06-00-38.csv
3151,2624575,33,24289,47.27,1,1,0.0,0.0,31038,109,-931,-40,938,2026-08-06-00-38.csv
3445,2624869,31,24289,47.28,1,1,0.0,0.0,31038,134,-968,-62,979,2026-08-06-00-38.csv
3743,2625167,37,24289,47.24,1,1,0.0,0.0,31038,140,-979,-31,989,2026-08-06-00-38.csv
4035,2625459,29,24289,47.19,1,1,0.0,0.0,31038,115,-968,-82,978,2026-08-06-00-38.csv
4327,2625751,20,24289,47.13,1,1,0.0,0.0,31038,80,-962,-94,969,2026-08-06-00-38.csv
4622,2626046,24,24289,47.13,1,1,0.0,0.0,31038,150,-962,-63,975,2026-08-06-00-38.csv
4933,2626357,23,24289,47.05,1,1,0.0,0.0,31038,128,-976,-86,988,2026-08-06-00-38.csv
5229,2626653,35,24289,47.07,1,1,0.0,0.0,31038,128,-949,-63,959,2026-08-06-00-38.csv
5584,2627008,41,24289,47.05,1,1,0.0,0.0,31038,161,-960,-49,974,2026-08-06-00-38.csv
5877,2627301,38,24289,47.05,1,1,0.0,0.0,31038,143,-979,-73,992,2026-08-06-00-38.csv
6167,2627591,34,24289,47.03,1,1,0.0,0.0,31038,149,-977,-62,990,2026-08-06-00-38.csv
6453,2627877,30,24289,47.0,1,1,0.0,0.0,31038,172,-971,-47,987,2026-08-06-00-38.csv
