timestamp_ms,source_timestamp_ms,current_mA,voltage_mV,motor_temperature_C,motor_temperature_valid,wheel_speed_valid,wheel_speed_kph,wheel_rpm,wheel_spoke_count,ax_x100,ay_x100,az_x100,amag_x100,source_file
27108,446180,-10,24289,23.87,1,1,0.0,0.0,540,127,-973,-49,982,2026-08-06-00-02.csv
27394,446466,-2,24289,23.87,1,1,0.0,0.0,540,129,-970,-48,979,2026-08-06-00-02.csv
27685,446757,-9,24289,23.89,1,1,0.0,0.0,540,125,-972,-51,982,2026-08-06-00-02.csv
27981,447053,-7,24289,23.88,1,1,0.0,0.0,540,132,-970,-50,981,2026-08-06-00-02.csv
28259,447331,-9,24289,23.89,1,1,0.0,0.0,540,126,-971,-53,980,2026-08-06-00-02.csv
28554,447626,-21,24289,23.89,1,1,0.0,0.0,540,129,-970,-52,980,2026-08-06-00-02.csv
28849,447921,-10,24289,23.9,1,1,0.0,0.0,540,129,-972,-50,982,2026-08-06-00-02.csv
29144,448216,-11,24289,23.9,1,1,0.0,0.0,540,128,-971,-47,980,2026-08-06-00-02.csv
29436,448508,-16,24289,23.92,1,1,0.0,0.0,540,129,-971,-50,981,2026-08-06-00-02.csv
29733,448805,-13,24289,23.92,1,1,0.0,0.0,540,128,-970,-50,980,2026-08-06-00-02.csv
30090,449162,-29,24289,23.9,1,1,0.0,0.0,540,130,-971,-50,981,2026-08-06-00-02.csv
30372,449444,-5,24289,23.9,1,1,0.0,0.0,540,129,-971,-48,981,2026-08-06-00-02.csv
30670,449742,-29,24289,23.93,1,1,0.0,0.0,540,127,-971,-51,981,2026-08-06-00-02.csv
30962,450034,-10,24289,23.93,1,1,0.0,0.0,540,129,-972,-50,982,2026-08-06-00-02.csv
31248,450320,-15,24289,23.94,1,1,0.0,0.0,540,128,-971,-47,981,2026-08-06-00-02.csv
31546,450618,-17,24289,23.91,1,1,0.0,0.0,540,128,-972,-50,982,2026-08-06-00-02.csv
31839,450911,-24,24289,23.93,1,1,0.0,0.0,540,125,-971,-51,980,2026-08-06-00-02.csv
32135,451207,-15,24289,23.93,1,1,0.0,0.0,540,130,-970,-48,980,2026-08-06-00-02.csv
32432,451504,-11,24289,23.94,1,1,0.0,0.0,540,128,-971,-50,980,2026-08-06-00-02.csv
32732,451804,-4,24289,23.94,1,1,0.0,0.0,540,126,-970,-50,979,2026-08-06-00-02.csv
33033,452105,-5,24289,23.93,1,1,0.0,0.0,540,126,-972,-48,981,2026-08-06-00-02.csv
33292,452364,4,24289,23.96,1,1,0.0,0.0,540,128,-969,-51,979,2026-08-06-00-02.csv
33587,452659,-23,24289,23.96,1,1,0.0,0.0,540,96,-970,-70,977,2026-08-06-00-02.csv
33887,452959,5,24289,23.95,1,1,0.0,0.0,540,127,-969,-44,978,2026-08-06-00-02.csv
34182,453254,-7,24289,23.95,1,1,0.0,0.0,540,144,-968,-30,979,2026-08-06-00-02.csv
34480,453552,-5,24289,23.96,1,1,0.0,0.0,540,130,-970,-41,979,2026-08-06-00-02.csv
34847,453919,-14,24289,23.96,1,1,0.0,0.0,540,122,-972,-42,980,2026-08-06-00-02.csv
35143,454215,-14,24289,23.96,1,1,0.0,0.0,540,133,-969,-49,979,2026-08-06-00-02.csv
35437,454509,-13,24289,23.98,1,1,0.0,0.0,540,127,-973,-46,982,2026-08-06-00-02.csv
35734,454806,-15,24289,23.97,1,1,0.0,0.0,540,130,-969,-54,980,2026-08-06-00-02.csv
36035,455107,-10,24289,23.98,1,1,0.0,0.0,540,131,-971,-47,981,2026-08-06-00-02.csv
36293,455365,0,24289,24.0,1,1,0.0,0.0,540,126,-972,-47,981,2026-08-06-00-02.csv
36590,455662,-2,24289,23.99,1,1,0.0,0.0,540,127,-971,-48,980,2026-08-06-00-02.csv
36894,455966,-10,24289,23.99,1,1,0.0,0.0,540,135,-970,-48,981,2026-08-06-00-02.csv
37201,456273,-13,24289,24.0,1,1,0.0,0.0,540,124,-969,-52,978,2026-08-06-00-02.csv
37500,456572,-11,24289,23.99,1,1,0.0,0.0,540,122,-975,-43,984,2026-08-06-00-02.csv
37805,456877,-13,24289,24.01,1,1,0.0,0.0,540,126,-974,-36,983,2026-08-06-00-02.csv
38111,457183,-16,24289,23.98,1,1,0.0,0.0,540,132,-972,-54,982,2026-08-06-00-02.csv
38411,457483,-4,24289,23.99,1,1,0.0,0.0,540,129,-971,-47,981,2026-08-06-00-02.csv
38717,457789,-15,24289,23.99,1,1,0.0,0.0,540,127,-973,-46,983,2026-08-06-00-02.csv
39024,458096,-6,24289,24.0,1,1,0.0,0.0,540,133,-974,-48,984,2026-08-06-00-02.csv
39297,458369,0,24289,24.01,1,1,0.0,0.0,540,130,-970,-50,980,2026-08-06-00-02.csv
39674,458746,-19,24289,23.99,1,1,0.0,0.0,540,132,-973,-52,984,2026-08-06-00-02.csv
39979,459051,-1,24289,24.01,1,1,0.0,0.0,540,123,-973,-27,981,2026-08-06-00-02.csv
40266,459338,-2,24289,24.01,1,1,0.0,0.0,540,125,-970,-43,979,2026-08-06-00-02.csv
40566,459638,-9,24289,24.02,1,1,0.0,0.0,540,131,-972,-47,982,2026-08-06-00-02.csv
40870,459942,-19,24289,24.02,1,1,0.0,0.0,540,121,-967,-65,977,2026-08-06-00-02.csv
41186,460258,-9,24289,24.01,1,1,0.0,0.0,540,130,-972,-49,981,2026-08-06-00-02.csv
41489,460561,-13,24289,24.01,1,1,0.0,0.0,540,133,-971,-49,982,2026-08-06-00-02.csv
41795,460867,-9,24289,24.01,1,1,0.0,0.0,540,128,-970,-50,979,2026-08-06-00-02.csv
42102,461174,-7,24289,24.01,1,1,0.0,0.0,540,141,-975,-35,986,2026-08-06-00-02.csv
42400,461472,6,24289,24.01,1,1,0.0,0.0,540,117,-967,-43,975,2026-08-06-00-02.csv
42702,461774,-3,24289,24.02,1,1,0.0,0.0,540,131,-975,-46,985,2026-08-06-00-02.csv
43007,462079,-6,24289,24.02,1,1,0.0,0.0,540,135,-973,-44,983,2026-08-06-00-02.csv
43293,462365,-7,24289,24.03,1,1,0.0,0.0,540,128,-973,-51,983,2026-08-06-00-02.csv
43612,462684,-13,24289,24.03,1,1,0.0,0.0,540,130,-971,-51,981,2026-08-06-00-02.csv
43923,462995,-23,24289,24.02,1,1,0.0,0.0,540,120,-974,-37,982,2026-08-06-00-02.csv
44229,463301,-17,24289,24.01,1,1,0.0,0.0,540,125,-972,-49,981,2026-08-06-00-02.csv
44596,463668,-11,24289,24.02,1,1,0.0,0.0,540,127,-971,-43,981,2026-08-06-00-02.csv
44897,463969,-16,24289,24.03,1,1,0.0,0.0,540,130,-972,-48,981,2026-08-06-00-02.csv
45201,464273,-13,24289,24.02,1,1,0.0,0.0,540,124,-969,-51,978,2026-08-06-00-02.csv
45555,464627,-12,24289,24.02,1,1,0.0,0.0,540,130,-972,-45,982,2026-08-06-00-02.csv
45848,464920,-24,24289,24.01,1,1,0.0,0.0,540,130,-970,-49,980,2026-08-06-00-02.csv
46135,465207,-7,24289,24.03,1,1,0.0,0.0,540,123,-973,-50,982,2026-08-06-00-02.csv
46424,465496,-19,24289,24.02,1,1,0.0,0.0,540,125,-969,-62,979,2026-08-06-00-02.csv
46709,465781,-19,24289,24.03,1,1,0.0,0.0,540,129,-971,-47,981,2026-08-06-00-02.csv
46999,466071,-6,24289,24.03,1,1,0.0,0.0,540,125,-972,-44,981,2026-08-06-00-02.csv
47271,466343,-16,24289,24.05,1,1,0.0,0.0,540,128,-969,-50,978,2026-08-06-00-02.csv
47567,466639,-15,24289,24.03,1,1,0.0,0.0,540,129,-972,-39,982,2026-08-06-00-02.csv
47854,466926,-12,24289,24.03,1,1,0.0,0.0,540,128,-970,-54,980,2026-08-06-00-02.csv
48141,467213,-12,24289,24.03,1,1,0.0,0.0,540,136,-970,-46,980,2026-08-06-00-02.csv
48427,467499,-7,24289,24.02,1,1,0.0,0.0,540,122,-972,-42,980,2026-08-06-00-02.csv
48721,467793,39,24289,24.05,1,1,0.0,0.0,540,123,-971,-49,980,2026-08-06-00-02.csv
49016,468088,1439,24289,24.0,1,1,0.0,0.0,540,117,-974,-54,983,2026-08-06-00-02.csv
49345,468417,4988,24289,24.04,1,1,0.0,0.0,540,109,-972,-55,979,2026-08-06-00-02.csv
49636,468708,8779,24289,24.05,1,1,0.0,0.0,540,94,-975,-54,981,2026-08-06-00-02.csv
49929,469001,13987,24289,24.05,1,1,0.0,0.0,540,85,-979,-61,984,2026-08-06-00-02.csv
50221,469293,20068,24289,24.01,1,1,0.0,0.0,541,55,-975,-84,980,2026-08-06-00-02.csv
50507,469579,19055,24289,24.05,1,1,1.25,13.0,542,119,-989,-60,998,2026-08-06-00-02.csv
50798,469870,114,24289,24.04,1,1,2.09,21.8,543,122,-971,-27,979,2026-08-06-00-02.csv
51092,470164,-18,24289,24.03,1,1,2.09,21.8,544,122,-967,-90,978,2026-08-06-00-02.csv
51366,470438,280,24289,24.02,1,1,2.13,22.3,546,130,-979,-38,988,2026-08-06-00-02.csv
51661,470733,-22,24289,24.05,1,1,1.99,20.8,547,118,-984,-63,993,2026-08-06-00-02.csv
51950,471022,257,24289,24.03,1,1,2.44,25.5,548,114,-972,-44,979,2026-08-06-00-02.csv
52235,471307,2154,24289,24.03,1,1,2.33,24.3,550,120,-956,-56,965,2026-08-06-00-02.csv
52529,471601,5252,24289,24.05,1,1,2.53,26.5,551,115,-971,-68,981,2026-08-06-00-02.csv
52828,471900,9407,24289,24.04,1,1,2.57,26.9,553,101,-957,-94,967,2026-08-06-00-02.csv
53123,472195,14795,24289,24.02,1,1,3.23,33.8,555,84,-981,-83,988,2026-08-06-00-02.csv
53417,472489,20308,24289,24.05,1,1,3.85,40.2,557,87,-964,-78,971,2026-08-06-00-02.csv
53722,472794,24372,24289,24.03,1,1,4.16,43.5,560,53,-973,11,974,2026-08-06-00-02.csv
54084,473156,16487,24289,24.06,1,1,4.94,51.5,564,96,-944,-36,950,2026-08-06-00-02.csv
54357,473429,15883,24289,24.05,1,1,5.34,55.8,567,109,-963,-87,973,2026-08-06-00-02.csv
54647,473719,13876,24289,24.05,1,1,6.2,64.7,571,147,-924,-176,952,2026-08-06-00-02.csv
54944,474016,13029,24289,24.05,1,1,4.8,50.2,574,49,-925,-31,927,2026-08-06-00-02.csv
55231,474303,12301,24289,24.04,1,1,6.79,70.9,578,142,-866,-140,888,2026-08-06-00-02.csv
55532,474604,16954,24289,24.05,1,1,7.28,76.0,583,78,-1009,-35,1013,2026-08-06-00-02.csv
55831,474903,23043,24289,24.02,1,1,7.63,79.7,587,76,-1029,-94,1036,2026-08-06-00-02.csv
56133,475205,23263,24289,24.05,1,1,8.18,85.5,593,115,-945,-82,956,2026-08-06-00-02.csv
56427,475499,19855,24289,24.06,1,1,8.71,90.9,598,70,-1010,-83,1016,2026-08-06-00-02.csv
56727,475799,19349,24289,24.04,1,1,9.18,95.8,604,76,-994,-56,998,2026-08-06-00-02.csv
57032,476104,19361,24289,24.07,1,1,8.01,83.6,609,131,-1036,-131,1052,2026-08-06-00-02.csv
57295,476367,17744,24289,24.1,1,1,8.34,87.1,614,137,-1003,-168,1026,2026-08-06-00-02.csv
57594,476666,15568,24289,24.11,1,1,8.61,89.9,619,113,-1022,-81,1032,2026-08-06-00-02.csv
57907,476979,13166,24289,24.08,1,1,9.21,96.2,625,123,-951,-118,967,2026-08-06-00-02.csv
58205,477277,16690,24289,24.07,1,1,9.51,99.3,631,61,-827,35,830,2026-08-06-00-02.csv
58509,477581,19188,24289,24.09,1,1,9.77,102.0,637,86,-1103,-118,1113,2026-08-06-00-02.csv
58873,477945,24305,24289,24.05,1,1,9.26,96.7,644,147,-894,-54,908,2026-08-06-00-02.csv
59172,478244,24520,24289,24.09,1,1,10.85,113.3,651,32,-800,-54,803,2026-08-06-00-02.csv
59480,478552,24520,24289,24.08,1,1,11.28,117.8,658,147,-913,-195,945,2026-08-06-00-02.csv
59781,478853,24520,24289,24.07,1,1,11.68,122.0,665,73,-997,-55,1001,2026-08-06-00-02.csv
60084,479156,24520,24289,24.11,1,1,12.24,127.8,673,0,-917,136,927,2026-08-06-00-02.csv
60374,479446,24520,24289,24.13,1,1,12.85,134.2,681,85,-946,13,950,2026-08-06-00-02.csv
60675,479747,24520,24289,24.11,1,1,13.16,137.5,689,109,-1060,-156,1077,2026-08-06-00-02.csv
60976,480048,24520,24289,24.14,1,1,13.72,143.3,698,132,-1093,-95,1105,2026-08-06-00-02.csv
61270,480342,24520,24289,24.2,1,1,12.77,133.3,706,66,-854,-58,858,2026-08-06-00-02.csv
61576,480648,24520,24289,24.15,1,1,13.07,136.5,714,88,-1338,-272,1369,2026-08-06-00-02.csv
61880,480952,24520,24289,24.17,1,1,15.3,159.7,724,145,-753,-79,771,2026-08-06-00-02.csv
62188,481260,24520,24289,24.18,1,1,15.7,163.9,734,96,-939,34,944,2026-08-06-00-02.csv
62504,481576,24520,24289,24.19,1,1,14.82,154.8,744,184,-1181,-216,1215,2026-08-06-00-02.csv
62807,481879,24520,24289,24.19,1,1,16.62,173.6,754,163,-945,-361,1024,2026-08-06-00-02.csv
63115,482187,24520,24289,24.24,1,1,16.99,177.4,765,104,-895,-15,901,2026-08-06-00-02.csv
63419,482491,24520,24289,24.23,1,1,17.15,179.2,776,248,-814,-319,909,2026-08-06-00-02.csv
63789,482861,24520,24289,24.27,1,1,16.38,171.1,789,109,-1025,-85,1034,2026-08-06-00-02.csv
64094,483166,24520,24289,24.28,1,1,16.01,167.2,799,110,-1011,-88,1020,2026-08-06-00-02.csv
64394,483466,24520,24289,24.3,1,1,17.67,184.6,810,85,-1095,-114,1104,2026-08-06-00-02.csv
64700,483772,22497,24289,24.32,1,1,16.67,174.1,821,67,-1051,-99,1058,2026-08-06-00-02.csv
65005,484077,24178,24289,24.32,1,1,16.34,170.6,831,164,-964,-190,996,2026-08-06-00-02.csv
65282,484354,24505,24289,24.4,1,1,16.72,174.6,842,33,-1152,-56,1154,2026-08-06-00-02.csv
65597,484669,24520,24289,24.35,1,1,16.57,173.0,852,175,-907,-104,930,2026-08-06-00-02.csv
65909,484981,24520,24289,24.36,1,1,17.04,178.0,863,12,-1038,-22,1039,2026-08-06-00-02.csv
66217,485289,24476,24289,24.39,1,1,18.65,194.8,875,101,-1149,-129,1161,2026-08-06-00-02.csv
66536,485608,24448,24289,24.42,1,1,17.68,184.6,887,63,-1078,-50,1081,2026-08-06-00-02.csv
66841,485913,17453,24289,24.42,1,1,19.34,202.0,899,56,-948,161,964,2026-08-06-00-02.csv
67193,486265,22143,24289,24.46,1,1,15.92,166.2,911,93,-1116,-7,1120,2026-08-06-00-02.csv
67482,486554,24184,24289,24.52,1,1,18.29,191.0,922,196,-1064,-319,1128,2026-08-06-00-02.csv
67773,486845,24018,24289,24.52,1,1,18.61,194.3,933,110,-825,-40,834,2026-08-06-00-02.csv
68065,487137,24196,24289,24.58,1,1,19.09,199.3,945,124,-998,-226,1031,2026-08-06-00-02.csv
68332,487404,8115,24289,24.57,1,1,19.08,199.3,956,236,-822,-80,859,2026-08-06-00-02.csv
68689,487761,-505,24289,24.58,1,1,17.05,178.0,968,102,-733,-12,741,2026-08-06-00-02.csv
68975,488047,-478,24289,24.61,1,1,19.48,203.4,980,65,-849,8,852,2026-08-06-00-02.csv
69245,488317,-481,24289,24.65,1,1,20.82,217.4,992,140,-1128,-75,1139,2026-08-06-00-02.csv
69535,488607,-445,24289,24.65,1,1,19.01,198.6,1003,-37,-1357,64,1359,2026-08-06-00-02.csv
69833,488905,-117,24289,24.71,1,1,19.15,200.0,1015,229,-824,-301,906,2026-08-06-00-02.csv
70119,489191,-140,24289,24.77,1,1,20.52,214.3,1027,106,-1197,-155,1212,2026-08-06-00-02.csv
70403,489475,-30,24289,24.76,1,1,18.41,192.3,1038,210,-942,-199,986,2026-08-06-00-02.csv
70697,489769,202,24289,24.74,1,1,20.02,209.1,1050,233,-882,-251,946,2026-08-06-00-02.csv
70987,490059,393,24289,24.8,1,1,19.68,205.5,1062,61,-1154,149,1165,2026-08-06-00-02.csv
71260,490332,400,24289,24.86,1,1,17.5,182.7,1073,-5,-1294,-6,1294,2026-08-06-00-02.csv
71549,490621,-251,24289,24.87,1,1,16.51,172.4,1082,14,-885,139,895,2026-08-06-00-02.csv
71844,490916,57,24289,24.88,1,1,16.34,170.6,1092,71,-917,87,924,2026-08-06-00-02.csv
72142,491214,193,24289,24.91,1,1,15.85,165.6,1102,136,-857,-112,875,2026-08-06-00-02.csv
72435,491507,331,24289,24.97,1,1,16.8,175.4,1112,111,-867,89,878,2026-08-06-00-02.csv
72737,491809,1473,24289,24.96,1,1,16.67,174.1,1123,246,-1060,-434,1171,2026-08-06-00-02.csv
73027,492099,2996,24289,24.98,1,1,16.01,167.2,1133,312,-795,-304,907,2026-08-06-00-02.csv
73365,492437,6516,24289,25.03,1,1,13.06,136.4,1142,169,-902,-154,930,2026-08-06-00-02.csv
73653,492725,11374,24289,25.08,1,1,15.5,161.9,1151,211,-991,-396,1088,2026-08-06-00-02.csv
73944,493016,18268,24289,25.1,1,1,15.6,162.9,1161,15,-1112,-2,1112,2026-08-06-00-02.csv
74238,493310,20921,24289,25.13,1,1,13.63,142.3,1169,197,-838,-222,889,2026-08-06-00-02.csv
74534,493606,24283,24289,25.19,1,1,15.8,165.0,1179,105,-1007,11,1012,2026-08-06-00-02.csv
74830,493902,24520,24289,25.21,1,1,15.85,165.6,1189,53,-1205,-290,1240,2026-08-06-00-02.csv
75122,494194,24520,24289,25.23,1,1,15.96,166.7,1198,210,-922,-323,999,2026-08-06-00-02.csv
75413,494485,24520,24289,25.29,1,1,16.23,169.5,1208,93,-957,-117,969,2026-08-06-00-02.csv
75710,494782,24520,24289,25.29,1,1,15.1,157.7,1218,-2,-999,116,1006,2026-08-06-00-02.csv
76010,495082,24520,24289,25.32,1,1,16.74,174.8,1228,112,-1137,-302,1181,2026-08-06-00-02.csv
