timestamp_ms,current_mA,voltage_mV,temperature_C,temperature_valid,wheel_speed_valid,wheel_speed_kmph,wheel_rpm,wheel_spoke_count,ax_x100,ay_x100,az_x100,amag_x100,gps_location_valid,gps_lat,gps_long,gps_alt_m,gps_speed_kmph,gps_hdop,gps_sats,gps_time_valid,gps_time_utc,gps_centisecond
419072,5,24289,23.87,1,1,0.00,0.0,538,122,-971,-46,980,1,43.6610770,-79.3949862,102.70,0.06,0.67,12,1,00:02:00,00
419360,17,24289,23.89,1,1,0.00,0.0,538,124,-971,-45,980,1,43.6610770,-79.3949862,102.70,0.06,0.67,12,1,00:02:00,00
419674,3,24289,23.87,1,1,0.00,0.0,538,127,-973,-38,982,1,43.6610788,-79.3949843,102.90,0.98,0.69,12,1,00:02:01,00
419986,13,24289,23.89,1,1,0.00,0.0,538,128,-972,-50,981,1,43.6610788,-79.3949843,102.90,0.98,0.69,12,1,00:02:01,00
420347,15,24289,23.87,1,1,0.00,0.0,538,127,-970,-44,979,1,43.6610788,-79.3949843,102.90,0.98,0.69,12,1,00:02:01,00
420654,10,24289,23.88,1,1,0.00,0.0,538,126,-966,-53,976,1,43.6610798,-79.3949830,103.00,0.00,0.67,12,1,00:02:02,00
420958,11,24289,23.86,1,1,0.00,0.0,538,130,-975,-55,986,1,43.6610798,-79.3949830,103.00,0.00,0.67,12,1,00:02:02,00
421267,17,24289,23.84,1,1,0.00,0.0,538,135,-973,-59,984,1,43.6610798,-79.3949830,103.00,0.00,0.67,12,1,00:02:02,00
421612,9,24289,23.86,1,1,0.00,0.0,538,151,-972,-80,986,1,43.6610793,-79.3949827,103.20,0.02,0.67,12,1,00:02:03,00
421904,3,24289,23.84,1,1,0.00,0.0,538,133,-967,-62,978,1,43.6610793,-79.3949827,103.20,0.02,0.67,12,1,00:02:03,00
422190,4,24289,23.86,1,1,0.00,0.0,538,128,-974,-60,984,1,43.6610793,-79.3949827,103.20,0.02,0.67,12,1,00:02:03,00
422480,14,24289,23.84,1,1,0.00,0.0,538,129,-973,-52,983,1,43.6610795,-79.3949818,103.20,0.04,0.67,12,1,00:02:04,00
422766,2,24289,23.84,1,1,0.00,0.0,538,130,-971,-46,980,1,43.6610795,-79.3949818,103.10,0.04,0.67,12,1,00:02:04,00
423058,3,24289,23.85,1,1,0.00,0.0,538,124,-975,-38,983,1,43.6610795,-79.3949818,103.10,0.04,0.67,12,1,00:02:04,00
423333,2,24289,23.86,1,1,0.00,0.0,538,122,-971,-39,979,1,43.6610795,-79.3949818,103.10,0.04,0.67,12,1,00:02:04,00
423624,0,24289,23.85,1,1,0.00,0.0,538,128,-973,-56,982,1,43.6610798,-79.3949810,103.20,0.07,0.67,12,1,00:02:05,00
423918,-2,24289,23.85,1,1,0.00,0.0,538,135,-964,-45,975,1,43.6610798,-79.3949810,103.20,0.07,0.67,12,1,00:02:05,00
424217,-4,24289,23.85,1,1,0.00,0.0,538,116,-980,-55,988,1,43.6610798,-79.3949810,103.20,0.07,0.67,12,1,00:02:05,00
424516,4,24289,23.87,1,1,0.00,0.0,538,84,-976,-55,981,1,43.6610798,-79.3949800,103.20,0.07,0.67,12,1,00:02:06,00
424809,-12,24289,23.86,1,1,0.00,0.0,539,132,-972,-83,984,1,43.6610798,-79.3949800,103.20,0.07,0.67,12,1,00:02:06,00
425161,-14,24289,23.85,1,1,0.00,0.0,539,123,-962,-85,974,1,43.6610798,-79.3949800,103.20,0.07,0.67,12,1,00:02:06,00
425431,8,24289,23.87,1,1,0.92,9.6,540,138,-977,-59,989,1,43.6610800,-79.3949788,103.20,0.19,0.67,12,1,00:02:07,00
425719,-3,24289,23.88,1,1,0.92,9.6,540,143,-967,-54,979,1,43.6610800,-79.3949788,103.10,0.19,0.67,12,1,00:02:07,00
426007,-8,24289,23.87,1,1,0.92,9.6,540,118,-967,-43,975,1,43.6610800,-79.3949788,103.10,0.19,0.67,12,1,00:02:07,00
426293,-15,24289,23.86,1,1,0.92,9.6,540,114,-965,-45,973,1,43.6610800,-79.3949788,103.10,0.19,0.67,12,1,00:02:07,00
426587,-10,24289,23.87,1,1,0.92,9.6,540,146,-960,-55,973,1,43.6610800,-79.3949778,103.10,0.09,0.67,12,1,00:02:08,00
426878,-17,24289,23.86,1,1,0.92,9.6,540,126,-964,-60,974,1,43.6610800,-79.3949778,103.10,0.09,0.67,12,1,00:02:08,00
427172,-10,24289,23.85,1,1,0.92,9.6,540,125,-967,-40,975,1,43.6610800,-79.3949778,103.10,0.09,0.67,12,1,00:02:08,00
427450,-6,24289,23.87,1,1,0.00,0.0,540,130,-973,-35,982,1,43.6610800,-79.3949772,103.10,0.06,0.67,12,1,00:02:09,00
427741,-11,24289,23.85,1,1,0.00,0.0,540,124,-972,-51,982,1,43.6610800,-79.3949772,103.10,0.06,0.67,12,1,00:02:09,00
428041,-9,24289,23.87,1,1,0.00,0.0,540,125,-967,-51,976,1,43.6610800,-79.3949772,103.10,0.06,0.67,12,1,00:02:09,00
428324,-11,24289,23.89,1,1,0.00,0.0,540,123,-971,-56,981,1,43.6610800,-79.3949772,103.10,0.06,0.67,12,1,00:02:09,00
428628,-14,24289,23.87,1,1,0.00,0.0,540,128,-970,-54,980,1,43.6610792,-79.3949770,103.20,0.11,0.67,12,1,00:02:10,00
428925,-2,24289,23.87,1,1,0.00,0.0,540,127,-971,-50,981,1,43.6610792,-79.3949770,103.20,0.11,0.67,12,1,00:02:10,00
429224,-9,24289,23.87,1,1,0.00,0.0,540,132,-965,-63,976,1,43.6610792,-79.3949770,103.20,0.11,0.67,12,1,00:02:10,00
429517,-12,24289,23.87,1,1,0.00,0.0,540,128,-972,-56,982,1,43.6610787,-79.3949768,103.30,0.04,0.67,12,1,00:02:11,00
429873,-11,24289,23.86,1,1,0.00,0.0,540,130,-969,-50,979,1,43.6610787,-79.3949768,103.30,0.04,0.67,12,1,00:02:11,00
430165,-12,24289,23.88,1,1,0.00,0.0,540,126,-974,-42,983,1,43.6610787,-79.3949768,103.30,0.04,0.67,12,1,00:02:11,00
430446,-4,24289,23.86,1,1,0.00,0.0,540,118,-973,-37,981,1,43.6610783,-79.3949765,103.30,0.20,0.67,12,1,00:02:12,00
430745,-15,24289,23.85,1,1,0.00,0.0,540,135,-979,-56,990,1,43.6610783,-79.3949765,103.40,0.20,0.67,12,1,00:02:12,00
431047,-6,24289,23.87,1,1,0.00,0.0,540,134,-973,-64,984,1,43.6610783,-79.3949765,103.40,0.20,0.67,12,1,00:02:12,00
431327,-1,24289,23.87,1,1,0.00,0.0,540,152,-968,-45,981,1,43.6610783,-79.3949765,103.40,0.20,0.67,12,1,00:02:12,00
431623,-6,24289,23.86,1,1,0.00,0.0,540,123,-979,-56,988,1,43.6610778,-79.3949763,103.40,0.06,0.67,12,1,00:02:13,00
431923,-11,24289,23.87,1,1,0.00,0.0,540,127,-982,-20,990,1,43.6610778,-79.3949763,103.40,0.06,0.67,12,1,00:02:13,00
432225,-7,24289,23.86,1,1,0.00,0.0,540,79,-978,-53,983,1,43.6610778,-79.3949763,103.40,0.06,0.67,12,1,00:02:13,00
432526,-12,24289,23.87,1,1,0.00,0.0,540,125,-996,-27,1004,1,43.6610777,-79.3949757,103.40,0.11,0.67,12,1,00:02:14,00
432824,-15,24289,23.85,1,1,0.00,0.0,540,139,-951,-62,963,1,43.6610777,-79.3949757,103.40,0.11,0.67,12,1,00:02:14,00
433125,-11,24289,23.86,1,1,0.00,0.0,540,139,-965,-69,977,1,43.6610777,-79.3949757,103.40,0.11,0.67,12,1,00:02:14,00
433393,-3,24289,23.87,1,1,0.00,0.0,540,122,-972,-52,981,1,43.6610777,-79.3949752,103.40,0.09,0.67,12,1,00:02:15,00
433691,-14,24289,23.86,1,1,0.00,0.0,540,130,-973,-45,983,1,43.6610777,-79.3949752,103.40,0.09,0.67,12,1,00:02:15,00
433996,-12,24289,23.85,1,1,0.00,0.0,540,123,-971,-45,980,1,43.6610777,-79.3949752,103.40,0.09,0.67,12,1,00:02:15,00
434302,-7,24289,23.88,1,1,0.00,0.0,540,127,-968,-52,977,1,43.6610777,-79.3949752,103.40,0.09,0.67,12,1,00:02:15,00
434667,-14,24289,23.87,1,1,0.00,0.0,540,130,-973,-49,983,1,43.6610777,-79.3949748,103.50,0.06,0.67,12,1,00:02:16,00
434967,-15,24289,23.85,1,1,0.00,0.0,540,142,-966,-43,978,1,43.6610777,-79.3949748,103.50,0.06,0.67,12,1,00:02:16,00
435267,-9,24289,23.86,1,1,0.00,0.0,540,128,-971,-47,981,1,43.6610777,-79.3949748,103.50,0.06,0.67,12,1,00:02:16,00
435568,-13,24289,23.87,1,1,0.00,0.0,540,135,-971,-50,982,1,43.6610777,-79.3949747,103.50,0.04,0.67,12,1,00:02:17,00
435868,-19,24289,23.88,1,1,0.00,0.0,540,128,-974,-45,983,1,43.6610777,-79.3949747,103.50,0.04,0.67,12,1,00:02:17,00
436165,-9,24289,23.87,1,1,0.00,0.0,540,124,-972,-49,981,1,43.6610777,-79.3949747,103.50,0.04,0.67,12,1,00:02:17,00
436449,5,24289,23.87,1,1,0.00,0.0,540,128,-970,-51,980,1,43.6610773,-79.3949748,103.50,0.07,0.67,12,1,00:02:18,00
436749,-6,24289,23.86,1,1,0.00,0.0,540,131,-973,-46,983,1,43.6610773,-79.3949748,103.60,0.07,0.67,12,1,00:02:18,00
437059,-19,24289,23.86,1,1,0.00,0.0,540,131,-970,-54,980,1,43.6610773,-79.3949748,103.60,0.07,0.67,12,1,00:02:18,00
437347,-12,24289,23.88,1,1,0.00,0.0,540,134,-970,-48,980,1,43.6610773,-79.3949748,103.60,0.07,0.67,12,1,00:02:18,00
437650,-6,24289,23.84,1,1,0.00,0.0,540,129,-975,-54,985,1,43.6610768,-79.3949743,103.50,0.09,0.67,12,1,00:02:19,00
437951,-5,24289,23.89,1,1,0.00,0.0,540,116,-971,-53,980,1,43.6610768,-79.3949743,103.50,0.09,0.67,12,1,00:02:19,00
438257,-6,24289,23.87,1,1,0.00,0.0,540,127,-964,-55,974,1,43.6610768,-79.3949743,103.50,0.09,0.67,12,1,00:02:19,00
438564,-7,24289,23.87,1,1,0.00,0.0,540,132,-985,-32,994,1,43.6610765,-79.3949745,103.60,0.06,0.67,12,1,00:02:20,00
438869,0,24289,23.89,1,1,0.00,0.0,540,126,-969,-28,977,1,43.6610765,-79.3949745,103.60,0.06,0.67,12,1,00:02:20,00
439185,-7,24289,23.88,1,1,0.00,0.0,540,125,-975,-32,984,1,43.6610765,-79.3949745,103.60,0.06,0.67,12,1,00:02:20,00
