timestamp_ms,current_mA,voltage_mV,temperature_C,temperature_valid,wheel_speed_valid,wheel_speed_kmph,wheel_rpm,wheel_spoke_count,ax_x100,ay_x100,az_x100,amag_x100,gps_location_valid,gps_lat,gps_long,gps_alt_m,gps_speed_kmph,gps_hdop,gps_sats,gps_time_valid,gps_time_utc,gps_centisecond
2007128,14,24289,44.14,1,1,0.29,3.0,20790,89,-983,-31,987,1,43.6610618,-79.3949883,104.50,0.15,0.61,12,1,00:28:23,00
2007438,2,24289,44.15,1,1,0.35,3.6,20791,142,-972,-25,983,1,43.6610618,-79.3949883,104.50,0.15,0.59,12,1,00:28:23,00
2007739,13,24289,44.11,1,1,0.35,3.6,20791,123,-963,-55,973,1,43.6610618,-79.3949883,104.50,0.15,0.59,12,1,00:28:23,00
2008041,5,24289,44.10,1,1,0.35,3.6,20791,123,-970,-53,979,1,43.6610618,-79.3949883,104.50,0.15,0.59,12,1,00:28:23,00
2008413,14,24289,44.06,1,1,0.35,3.6,20791,128,-974,-44,984,1,43.6610618,-79.3949887,104.40,0.07,0.61,12,1,00:28:24,00
2008711,4,24289,44.02,1,1,0.35,3.6,20791,127,-969,-46,978,1,43.6610618,-79.3949887,104.40,0.07,0.61,12,1,00:28:24,00
2009011,7,24289,43.99,1,1,0.35,3.6,20791,127,-970,-56,980,1,43.6610618,-79.3949887,104.40,0.07,0.61,12,1,00:28:24,00
2009317,6,24289,43.97,1,1,0.35,3.6,20791,130,-970,-59,980,1,43.6610617,-79.3949888,104.40,0.02,0.60,12,1,00:28:25,00
2009626,6,24289,43.95,1,1,0.00,0.0,20791,128,-969,-60,980,1,43.6610617,-79.3949888,104.40,0.02,0.60,12,1,00:28:25,00
2009930,10,24289,43.97,1,1,0.00,0.0,20791,127,-971,-55,981,1,43.6610617,-79.3949888,104.40,0.02,0.60,12,1,00:28:25,00
2010231,9,24289,43.94,1,1,0.00,0.0,20791,127,-971,-58,981,1,43.6610618,-79.3949890,104.40,0.15,0.60,12,1,00:28:26,00
2010542,16,24289,43.96,1,1,0.00,0.0,20791,128,-969,-57,979,1,43.6610618,-79.3949890,104.40,0.15,0.59,12,1,00:28:26,00
2010844,5,24289,43.96,1,1,0.00,0.0,20791,128,-969,-57,979,1,43.6610618,-79.3949890,104.40,0.15,0.59,12,1,00:28:26,00
2011148,0,24289,43.93,1,1,0.00,0.0,20791,130,-970,-57,980,1,43.6610618,-79.3949890,104.40,0.15,0.59,12,1,00:28:26,00
2011455,2,24289,43.97,1,1,0.00,0.0,20791,129,-969,-58,980,1,43.6610623,-79.3949890,104.40,0.15,0.61,12,1,00:28:27,00
2011766,-2,24289,43.92,1,1,0.00,0.0,20791,130,-970,-59,980,1,43.6610623,-79.3949890,104.40,0.15,0.61,12,1,00:28:27,00
2012075,6,24289,43.93,1,1,0.00,0.0,20791,127,-969,-59,979,1,43.6610623,-79.3949890,104.40,0.15,0.61,12,1,00:28:27,00
2012383,7,24289,43.92,1,1,0.00,0.0,20791,128,-969,-59,979,1,43.6610623,-79.3949887,104.40,0.11,0.59,12,1,00:28:28,00
2012688,9,24289,43.90,1,1,0.00,0.0,20791,128,-969,-57,979,1,43.6610623,-79.3949887,104.40,0.11,0.59,12,1,00:28:28,00
2012996,11,24289,43.93,1,1,0.00,0.0,20791,130,-969,-56,980,1,43.6610623,-79.3949887,104.40,0.11,0.59,12,1,00:28:28,00
