timestamp_ms,current_mA,voltage_mV,temperature_C,temperature_valid,wheel_speed_valid,wheel_speed_kmph,wheel_rpm,wheel_spoke_count,ax_x100,ay_x100,az_x100,amag_x100,gps_location_valid,gps_lat,gps_long,gps_alt_m,gps_speed_kmph,gps_hdop,gps_sats,gps_time_valid,gps_time_utc,gps_centisecond
608090,-21,24289,31.16,1,1,0.00,0.0,3969,126,-969,-67,979,1,43.6610843,-79.3949675,103.80,0.07,0.66,12,1,00:05:09,00
608376,-20,24289,31.14,1,1,0.00,0.0,3969,129,-970,-64,981,1,43.6610843,-79.3949675,103.80,0.07,0.66,12,1,00:05:09,00
608668,-39,24289,31.14,1,1,0.00,0.0,3969,131,-968,-69,979,1,43.6610848,-79.3949655,103.70,0.85,0.67,12,1,00:05:10,00
608956,-38,24289,31.13,1,1,0.00,0.0,3969,127,-974,-59,984,1,43.6610848,-79.3949655,103.70,0.85,0.67,12,1,00:05:10,00
609247,-46,24289,31.10,1,1,0.00,0.0,3969,137,-970,-54,981,1,43.6610848,-79.3949655,103.70,0.85,0.67,12,1,00:05:10,00
609534,-32,24289,31.10,1,1,0.00,0.0,3969,135,-969,-59,980,1,43.6610843,-79.3949647,104.10,0.15,0.66,12,1,00:05:11,00
609891,-30,24289,31.08,1,1,0.00,0.0,3969,125,-971,-59,980,1,43.6610843,-79.3949647,104.10,0.15,0.66,12,1,00:05:11,00
610184,-22,24289,31.09,1,1,0.00,0.0,3969,128,-970,-62,980,1,43.6610843,-79.3949647,104.10,0.15,0.66,12,1,00:05:11,00
610467,-21,24289,31.09,1,1,0.00,0.0,3969,129,-969,-64,979,1,43.6610837,-79.3949647,104.10,0.17,0.66,12,1,00:05:12,00
610757,-25,24289,31.12,1,1,0.00,0.0,3969,124,-969,-63,979,1,43.6610837,-79.3949647,104.10,0.17,0.67,12,1,00:05:12,00
611055,-26,24289,31.09,1,1,0.00,0.0,3969,132,-967,-56,978,1,43.6610837,-79.3949647,104.10,0.17,0.67,12,1,00:05:12,00
611345,-27,24289,31.11,1,1,0.00,0.0,3969,131,-967,-57,977,1,43.6610837,-79.3949647,104.10,0.17,0.67,12,1,00:05:12,00
611634,-36,24289,31.06,1,1,0.00,0.0,3969,146,-967,-59,980,1,43.6610830,-79.3949640,104.50,0.41,0.66,12,1,00:05:13,00
611934,-38,24289,31.04,1,1,0.00,0.0,3969,138,-969,-52,980,1,43.6610830,-79.3949640,104.50,0.41,0.66,12,1,00:05:13,00
612229,-39,24289,31.03,1,1,0.00,0.0,3970,126,-968,-66,978,1,43.6610830,-79.3949640,104.50,0.41,0.66,12,1,00:05:13,00
612523,-31,24289,31.07,1,1,0.00,0.0,3970,125,-971,-57,980,1,43.6610827,-79.3949640,104.70,0.04,0.66,12,1,00:05:14,00
612817,-25,24289,31.07,1,1,0.00,0.0,3970,128,-971,-61,981,1,43.6610827,-79.3949640,104.70,0.04,0.66,12,1,00:05:14,00
613110,-32,24289,31.07,1,1,0.00,0.0,3970,125,-971,-65,981,1,43.6610827,-79.3949640,104.70,0.04,0.66,12,1,00:05:14,00
613400,-25,24289,31.05,1,1,0.00,0.0,3970,127,-967,-64,978,1,43.6610820,-79.3949643,104.70,0.02,0.66,12,1,00:05:15,00
613692,-28,24289,31.07,1,1,0.00,0.0,3970,129,-968,-66,979,1,43.6610820,-79.3949643,104.90,0.02,0.66,12,1,00:05:15,00
613996,-33,24289,31.07,1,1,0.00,0.0,3970,132,-973,-63,984,1,43.6610820,-79.3949643,104.90,0.02,0.66,12,1,00:05:15,00
614295,-34,24289,31.07,1,1,0.00,0.0,3970,143,-966,-54,978,1,43.6610820,-79.3949643,104.90,0.02,0.66,12,1,00:05:15,00
614648,-35,24289,31.05,1,1,0.00,0.0,3970,135,-965,-64,976,1,43.6610812,-79.3949648,105.10,0.22,0.66,12,1,00:05:16,00
614936,-29,24289,31.06,1,1,0.00,0.0,3970,129,-981,-47,990,1,43.6610812,-79.3949648,105.10,0.22,0.66,12,1,00:05:16,00
615229,-32,24289,31.03,1,1,0.00,0.0,3970,118,-968,-39,976,1,43.6610812,-79.3949648,105.10,0.22,0.66,12,1,00:05:16,00
615530,-31,24289,31.08,1,1,0.00,0.0,3970,127,-964,-55,974,1,43.6610807,-79.3949648,105.20,0.17,0.66,12,1,00:05:17,00
615825,-26,24289,31.05,1,1,0.00,0.0,3971,119,-972,-35,980,1,43.6610807,-79.3949648,105.20,0.17,0.66,12,1,00:05:17,00
616123,-22,24289,31.08,1,1,0.00,0.0,3971,132,-967,-66,978,1,43.6610807,-79.3949648,105.20,0.17,0.66,12,1,00:05:17,00
616412,-21,24289,31.07,1,1,0.00,0.0,3971,130,-973,-56,983,1,43.6610805,-79.3949663,105.20,0.44,0.66,12,1,00:05:18,00
616707,-36,24289,31.05,1,1,0.00,0.0,3971,126,-965,-77,976,1,43.6610805,-79.3949663,105.20,0.44,0.66,12,1,00:05:18,00
617005,-34,24289,31.07,1,1,0.00,0.0,3971,114,-967,-54,975,1,43.6610805,-79.3949663,105.20,0.44,0.66,12,1,00:05:18,00
617305,-35,24289,31.05,1,1,0.00,0.0,3971,137,-963,-77,976,1,43.6610805,-79.3949663,105.20,0.44,0.66,12,1,00:05:18,00
617609,-30,24289,31.06,1,1,0.00,0.0,3971,126,-970,-50,979,1,43.6610827,-79.3949640,105.30,0.80,0.75,12,1,00:05:19,00
617914,-39,24289,31.07,1,1,0.00,0.0,3971,148,-966,-66,979,1,43.6610827,-79.3949640,105.30,0.80,0.75,12,1,00:05:19,00
618221,-39,24289,31.09,1,1,0.00,0.0,3971,142,-960,-107,977,1,43.6610827,-79.3949640,105.30,0.80,0.75,12,1,00:05:19,00
618524,-35,24289,31.09,1,1,0.00,0.0,3971,134,-969,-64,980,1,43.6610800,-79.3949660,105.40,0.43,0.73,12,1,00:05:20,00
618825,-34,24289,31.07,1,1,0.00,0.0,3971,127,-972,-57,982,1,43.6610800,-79.3949660,105.40,0.43,0.73,12,1,00:05:20,00
619129,-33,24289,31.05,1,1,0.00,0.0,3971,129,-969,-62,980,1,43.6610800,-79.3949660,105.40,0.43,0.73,12,1,00:05:20,00
619487,-27,24289,31.08,1,1,0.00,0.0,3972,132,-968,-65,979,1,43.6610773,-79.3949680,105.40,1.13,0.73,12,1,00:05:21,00
619782,-48,24289,31.08,1,1,1.54,16.1,3973,131,-972,-55,982,1,43.6610773,-79.3949680,105.40,1.13,0.73,12,1,00:05:21,00
620087,-36,24289,31.09,1,1,1.54,16.1,3973,120,-971,-39,979,1,43.6610773,-79.3949680,105.40,1.13,0.73,12,1,00:05:21,00
620382,-28,24289,31.11,1,1,0.69,7.2,3974,137,-961,-91,975,1,43.6610750,-79.3949675,105.40,0.67,0.73,12,1,00:05:22,00
620681,-33,24289,31.13,1,1,0.69,7.2,3974,127,-974,-64,984,1,43.6610750,-79.3949675,105.50,0.67,0.76,12,1,00:05:22,00
620981,-42,24289,31.12,1,1,0.69,7.2,3974,129,-961,-51,971,1,43.6610750,-79.3949675,105.50,0.67,0.76,12,1,00:05:22,00
621288,-50,24289,31.15,1,1,0.71,7.4,3975,130,-975,-67,986,1,43.6610750,-79.3949675,105.50,0.67,0.76,12,1,00:05:22,00
621593,-49,24289,31.16,1,1,2.83,29.6,3977,131,-972,-69,983,1,43.6610772,-79.3949738,105.30,2.24,0.79,12,1,00:05:23,00
621901,-46,24289,31.17,1,1,2.83,29.6,3977,130,-970,-60,980,1,43.6610772,-79.3949738,105.30,2.24,0.79,12,1,00:05:23,00
622210,-48,24289,31.18,1,1,2.83,29.6,3977,123,-972,-52,981,1,43.6610772,-79.3949738,105.30,2.24,0.79,12,1,00:05:23,00
622519,-38,24289,31.20,1,1,2.83,29.6,3977,132,-970,-62,981,1,43.6610772,-79.3949752,105.90,2.15,0.85,12,1,00:05:24,00
622827,-51,24289,31.20,1,1,2.83,29.6,3977,128,-969,-60,979,1,43.6610772,-79.3949752,105.90,2.15,0.85,12,1,00:05:24,00
623138,-56,24289,31.22,1,1,2.83,29.6,3977,131,-970,-60,981,1,43.6610772,-79.3949752,105.90,2.15,0.85,12,1,00:05:24,00
623419,-36,24289,31.23,1,1,0.00,0.0,3977,129,-971,-58,981,1,43.6610775,-79.3949705,105.90,1.35,0.85,12,1,00:05:25,00
623731,-51,24289,31.25,1,1,0.00,0.0,3977,131,-971,-61,982,1,43.6610775,-79.3949705,105.90,1.35,0.83,12,1,00:05:25,00
624043,-52,24289,31.24,1,1,0.00,0.0,3977,130,-970,-59,981,1,43.6610775,-79.3949705,105.90,1.35,0.83,12,1,00:05:25,00
624382,-33,24289,31.27,1,1,0.00,0.0,3977,125,-969,-81,980,1,43.6610775,-79.3949705,105.90,1.35,0.83,12,1,00:05:25,00
624695,-48,24289,31.28,1,1,0.00,0.0,3978,131,-966,-72,978,1,43.6610797,-79.3949648,105.30,1.54,0.84,12,1,00:05:26,00
625000,-50,24289,31.27,1,1,0.00,0.0,3978,125,-970,-59,980,1,43.6610797,-79.3949648,105.30,1.54,0.84,12,1,00:05:26,00
625306,-53,24289,31.28,1,1,0.00,0.0,3978,130,-970,-67,980,1,43.6610797,-79.3949648,105.30,1.54,0.84,12,1,00:05:26,00
625607,-49,24289,31.27,1,1,0.00,0.0,3978,131,-971,-64,982,1,43.6610772,-79.3949685,105.80,2.22,0.78,12,1,00:05:27,00
625918,-47,24289,31.28,1,1,0.00,0.0,3978,130,-971,-59,982,1,43.6610772,-79.3949685,105.80,2.22,0.78,12,1,00:05:27,00
626225,-44,24289,31.29,1,1,0.00,0.0,3978,128,-970,-59,980,1,43.6610772,-79.3949685,105.80,2.22,0.78,12,1,00:05:27,00
626533,-41,24289,31.30,1,1,0.00,0.0,3978,122,-973,-46,981,1,43.6610797,-79.3949777,107.90,1.93,0.78,12,1,00:05:28,00
626843,-48,24289,31.29,1,1,0.00,0.0,3978,125,-972,-43,981,1,43.6610797,-79.3949777,107.90,1.93,0.78,12,1,00:05:28,00
627153,-50,24289,31.30,1,1,0.00,0.0,3978,138,-967,-62,978,1,43.6610797,-79.3949777,107.90,1.93,0.78,12,1,00:05:28,00
627419,-25,24289,31.31,1,1,0.00,0.0,3978,128,-970,-59,980,1,43.6610787,-79.3949868,107.90,2.70,0.78,12,1,00:05:29,00
627708,-42,24289,31.33,1,1,0.00,0.0,3978,116,-975,-30,982,1,43.6610787,-79.3949868,108.80,2.70,0.76,12,1,00:05:29,00
627997,-48,24289,31.33,1,1,0.00,0.0,3978,142,-965,-92,980,1,43.6610787,-79.3949868,108.80,2.70,0.76,12,1,00:05:29,00
628297,-48,24289,31.35,1,1,0.00,0.0,3978,122,-970,-49,979,1,43.6610787,-79.3949868,108.80,2.70,0.76,12,1,00:05:29,00
628592,-42,24289,31.35,1,1,0.00,0.0,3978,130,-969,-67,980,1,43.6610765,-79.3949788,108.00,3.59,0.77,12,1,00:05:30,00
628889,-39,24289,31.35,1,1,0.00,0.0,3978,126,-970,-56,979,1,43.6610765,-79.3949788,108.00,3.59,0.77,12,1,00:05:30,00
629235,-51,24289,31.35,1,1,0.00,0.0,3978,104,-983,-6,988,1,43.6610765,-79.3949788,108.00,3.59,0.77,12,1,00:05:30,00
629520,-41,24289,31.37,1,1,0.00,0.0,3978,148,-967,-96,983,1,43.6610755,-79.3949798,108.90,1.61,0.78,12,1,00:05:31,00
629811,-45,24289,31.37,1,1,0.00,0.0,3978,130,-973,-52,983,1,43.6610755,-79.3949798,108.90,1.61,0.78,12,1,00:05:31,00
630100,-41,24289,31.38,1,1,0.00,0.0,3978,133,-971,-59,982,1,43.6610755,-79.3949798,108.90,1.61,0.78,12,1,00:05:31,00
630367,-37,24289,31.40,1,1,0.00,0.0,3978,127,-969,-57,979,1,43.6610755,-79.3949798,108.90,1.61,0.78,12,1,00:05:31,00
630653,-42,24289,31.38,1,1,0.00,0.0,3978,126,-969,-58,979,1,43.6610805,-79.3949868,108.20,3.56,0.75,12,1,00:05:32,00
630945,-44,24289,31.39,1,1,0.00,0.0,3978,123,-975,-60,985,1,43.6610805,-79.3949868,108.20,3.56,0.75,12,1,00:05:32,00
631238,-44,24289,31.39,1,1,0.00,0.0,3978,128,-968,-67,978,1,43.6610805,-79.3949868,108.20,3.56,0.75,12,1,00:05:32,00
631527,-42,24289,31.41,1,1,0.00,0.0,3978,129,-969,-69,980,1,43.6610860,-79.3949953,108.30,3.46,0.82,12,1,00:05:33,00
631814,-40,24289,31.40,1,1,0.00,0.0,3978,125,-970,-57,979,1,43.6610860,-79.3949953,108.30,3.46,0.82,12,1,00:05:33,00
