timestamp_ms,current_mA,voltage_mV,temperature_C,temperature_valid,wheel_speed_valid,wheel_speed_kmph,wheel_rpm,wheel_spoke_count,ax_x100,ay_x100,az_x100,amag_x100,gps_location_valid,gps_lat,gps_long,gps_alt_m,gps_speed_kmph,gps_hdop,gps_sats,gps_time_valid,gps_time_utc,gps_centisecond
853542,-66,24289,37.33,1,1,0.00,0.0,7290,116,-970,-44,978,1,43.6610700,-79.3950070,105.90,0.57,0.66,12,1,00:09:15,00
853837,-41,24289,37.33,1,1,0.00,0.0,7290,126,-972,-53,982,1,43.6610700,-79.3950070,105.90,0.57,0.66,12,1,00:09:15,00
854137,-46,24289,37.31,1,1,0.00,0.0,7290,117,-974,-62,983,1,43.6610700,-79.3950070,105.90,0.57,0.66,12,1,00:09:15,00
854404,-5,24289,37.34,1,1,0.00,0.0,7290,133,-972,-54,982,1,43.6610700,-79.3950070,105.90,0.57,0.66,12,1,00:09:15,00
854761,-31,24289,37.32,1,1,0.00,0.0,7290,124,-971,-56,981,1,43.6610717,-79.3950037,106.30,0.56,0.75,12,1,00:09:16,00
855052,-29,24289,37.41,1,1,0.00,0.0,7290,118,-970,-59,979,1,43.6610717,-79.3950037,106.30,0.56,0.75,12,1,00:09:16,00
855348,-26,24289,37.37,1,1,0.00,0.0,7290,132,-969,-54,980,1,43.6610717,-79.3950037,106.30,0.56,0.75,12,1,00:09:16,00
855648,-31,24289,37.36,1,1,0.00,0.0,7290,123,-972,-60,982,1,43.6610717,-79.3950028,106.50,0.15,0.74,12,1,00:09:17,00
855949,-31,24289,37.37,1,1,0.00,0.0,7290,124,-969,-58,979,1,43.6610717,-79.3950028,106.50,0.15,0.74,12,1,00:09:17,00
856241,-31,24289,37.38,1,1,0.00,0.0,7290,127,-971,-60,981,1,43.6610717,-79.3950028,106.50,0.15,0.74,12,1,00:09:17,00
856533,-19,24289,37.38,1,1,0.00,0.0,7290,125,-972,-60,982,1,43.6610713,-79.3950020,106.50,0.11,0.66,12,1,00:09:18,00
856833,-22,24289,37.37,1,1,0.00,0.0,7290,123,-972,-58,982,1,43.6610713,-79.3950020,106.50,0.11,0.66,12,1,00:09:18,00
857127,-35,24289,37.38,1,1,0.00,0.0,7290,128,-970,-60,980,1,43.6610713,-79.3950020,106.50,0.11,0.66,12,1,00:09:18,00
857409,-16,24289,37.40,1,1,0.00,0.0,7290,127,-971,-58,980,1,43.6610713,-79.3950020,106.50,0.11,0.66,12,1,00:09:18,00
857705,-17,24289,37.37,1,1,0.00,0.0,7290,126,-969,-57,979,1,43.6610702,-79.3950020,106.40,0.04,0.66,12,1,00:09:19,00
858010,-27,24289,37.40,1,1,0.00,0.0,7290,122,-971,-60,980,1,43.6610702,-79.3950020,106.40,0.04,0.66,12,1,00:09:19,00
858311,-26,24289,37.39,1,1,0.00,0.0,7290,123,-970,-59,979,1,43.6610702,-79.3950020,106.40,0.04,0.66,12,1,00:09:19,00
858616,-19,24289,37.37,1,1,0.00,0.0,7290,125,-970,-56,980,1,43.6610697,-79.3950022,106.40,0.02,0.66,12,1,00:09:20,00
858916,-11,24289,37.37,1,1,0.00,0.0,7290,127,-972,-59,982,1,43.6610697,-79.3950022,106.40,0.02,0.66,12,1,00:09:20,00
859217,-22,24289,37.38,1,1,0.00,0.0,7290,126,-969,-59,979,1,43.6610697,-79.3950022,106.40,0.02,0.66,12,1,00:09:20,00
859587,-20,24289,37.37,1,1,0.00,0.0,7290,124,-970,-57,980,1,43.6610687,-79.3950015,106.40,0.19,0.66,12,1,00:09:21,00
859883,-14,24289,37.24,1,1,0.00,0.0,7290,125,-972,-58,981,1,43.6610687,-79.3950015,106.40,0.19,0.66,12,1,00:09:21,00
860183,-16,24289,37.34,1,1,0.00,0.0,7290,131,-969,-57,980,1,43.6610687,-79.3950015,106.40,0.19,0.66,12,1,00:09:21,00
860453,-10,24289,37.31,1,1,0.00,0.0,7290,128,-971,-57,981,1,43.6610690,-79.3950013,106.40,0.07,0.66,12,1,00:09:22,00
860754,-20,24289,37.32,1,1,0.00,0.0,7290,126,-970,-59,979,1,43.6610690,-79.3950013,106.30,0.07,0.66,12,1,00:09:22,00
861057,-21,24289,37.31,1,1,0.00,0.0,7290,81,-906,-24,910,1,43.6610690,-79.3950013,106.30,0.07,0.66,12,1,00:09:22,00
861359,-15,24289,37.40,1,1,0.00,0.0,7290,134,-987,-53,997,1,43.6610690,-79.3950013,106.30,0.07,0.66,12,1,00:09:22,00
861662,-18,24289,37.31,1,1,0.00,0.0,7290,146,-951,-89,966,1,43.6610690,-79.3950025,106.30,0.06,0.70,12,1,00:09:23,00
861966,-16,24289,37.35,1,1,0.00,0.0,7290,100,-1003,-11,1008,1,43.6610690,-79.3950025,106.30,0.06,0.70,12,1,00:09:23,00
862275,-26,24289,37.36,1,1,0.00,0.0,7290,3,-954,21,955,1,43.6610690,-79.3950025,106.30,0.06,0.70,12,1,00:09:23,00
862572,-23,24289,37.33,1,1,0.00,0.0,7290,119,-972,-20,980,1,43.6610703,-79.3950033,106.20,0.06,0.67,12,1,00:09:24,00
862875,-19,24289,37.31,1,1,0.00,0.0,7290,178,-964,-38,981,1,43.6610703,-79.3950033,106.20,0.06,0.67,12,1,00:09:24,00
863180,-12,24289,37.35,1,1,0.00,0.0,7290,106,-976,-56,984,1,43.6610703,-79.3950033,106.20,0.06,0.67,12,1,00:09:24,00
863470,-13,24289,37.38,1,1,0.00,0.0,7290,136,-969,-57,980,1,43.6610712,-79.3950043,106.20,0.07,0.67,12,1,00:09:25,00
